,Unnamed: 0,Date,Open,High,Low,Close,QPLp1,QPLp2,QPLp3,QPLp4,QPLp5,QPLp6,QPLp7,QPLp8,QPLp9,QPLp10,QPLp11,QPLp12,QPLp13,QPLp14,QPLp15,QPLp16,QPLp17,QPLp18,QPLp19,QPLp20,QPLp21,QPLn1,QPLn2,QPLn3,QPLn4,QPLn5,QPLn6,QPLn7,QPLn8,QPLn9,QPLn10,QPLn11,QPLn12,QPLn13,QPLn14,QPLn15,QPLn16,QPLn17,QPLn18,QPLn19,QPLn20,QPLn21,vol,log_returns,volatility_increments,log_volumes,hurst,hurstp,hurstm
0,262.0,2013/1/16,6117.31,6117.33,6076.12,6103.98,6128.378177,6154.260438,6186.265987,6222.152591,6261.181544,6302.892679,6346.965763,6393.162482,6441.297206,6491.220451,6542.808757,6595.958096,6650.579387,6706.595324,6763.93806,6822.547475,6882.36986,6943.356882,7005.464772,7068.653669,7132.887092,6106.261812,6080.581414,6049.122639,6014.233995,5976.744385,5937.191627,5895.963998,5853.360014,5809.618845,5764.937721,5719.482722,5673.395903,5626.800232,5579.803138,5532.49916,5484.971966,5437.295931,5389.537405,5341.755737,5294.004118,5246.330294,818.41,-0.0021814399766475223,-0.20972408167723344,0.1548555464920075,0.23256929179090532,0.0635583305649722,0.1908996481109846
1,263.0,2013/1/17,6103.98,6135.89,6087.49,6132.36,6115.024059,6140.849921,6172.785728,6208.594133,6247.538039,6289.158283,6333.135328,6379.231383,6427.261218,6477.075677,6528.551569,6581.585092,6636.08736,6691.981235,6749.199017,6807.680719,6867.372747,6928.226875,6990.199427,7053.250632,7117.344086,6092.955887,6067.331447,6035.941224,6001.128604,5963.720686,5924.254116,5883.116325,5840.605177,5796.959323,5752.375562,5707.019612,5661.033219,5614.539083,5567.644399,5520.4435,5473.01987,5425.447724,5377.793267,5330.115718,5282.468153,5234.898213,622.93,0.004638650264354643,0.14844965539930222,-0.27292928060251354,0.37691774884958273,0.13147565380032616,0.686636258255482
2,264.0,2013/1/18,6132.36,6172.49,6131.93,6154.41,6143.455408,6169.401345,6201.485635,6237.460528,6276.585501,6318.399255,6362.580769,6408.891143,6457.14429,6507.190358,6558.905582,6612.185681,6666.941354,6723.095103,6780.578915,6839.332523,6899.302085,6960.439149,7022.699838,7086.044195,7150.435647,6121.284631,6095.541053,6064.004883,6029.030404,5991.448561,5951.798494,5910.469436,5867.760636,5823.911854,5779.120804,5733.553974,5687.353771,5640.643464,5593.530746,5546.11039,5498.466268,5450.672939,5402.796916,5354.897694,5307.028595,5259.237482,713.5,0.0035892303138619465,0.23000586701891734,0.13574828399280697,0.3567379042975575,-0.1695633850006475,0.8414518695477754
3,265.0,2013/1/21,6154.41,6182.23,6154.41,6180.98,6165.545303,6191.584534,6223.784189,6259.888436,6299.15409,6341.118193,6385.458569,6431.935461,6480.36211,6530.588128,6582.489304,6635.96098,6690.913537,6747.269197,6804.959702,6863.924569,6924.109763,6985.466656,7047.951215,7111.523337,7176.14632,6143.294808,6117.458664,6085.8091,6050.708864,6012.991889,5973.199252,5931.721589,5888.859221,5844.852773,5799.900669,5754.169996,5707.803672,5660.925409,5613.643289,5566.052425,5518.236989,5470.271811,5422.223641,5374.152189,5326.110968,5278.148014,401.15,0.004307936934495368,0.09012440660113974,-0.5758470147172261,0.35982339088165993,-0.05052999846516547,0.7335648481864301
4,266.0,2013/1/22,6180.98,6188.58,6149.18,6179.17,6192.163377,6218.315025,6250.653693,6286.913811,6326.348983,6368.494255,6413.026059,6459.703602,6508.33932,6558.782175,6610.90742,6664.609946,6719.799745,6776.398706,6834.338274,6893.557706,6954.002733,7015.624518,7078.378837,7142.225415,7207.12739,6169.816821,6143.869136,6112.082934,6076.831162,6038.951354,5998.986924,5957.330192,5914.282778,5870.086343,5824.940171,5779.012068,5732.44557,5685.364923,5637.878675,5590.08235,5542.060484,5493.888229,5445.632625,5397.353637,5349.105011,5300.93499,558.35,-0.00029287670666420954,-0.023010508023702414,0.3306505836921361,0.25584727048387734,-0.23180239146492448,0.9516305084461355
5,267.0,2013/1/23,6179.17,6200.49,6178.47,6197.64,6190.350102,6216.494092,6248.82329,6285.07279,6324.496414,6366.629344,6411.148108,6457.811982,6506.433458,6556.861542,6608.971523,6662.658323,6717.831961,6774.414347,6832.336949,6891.53904,6951.966366,7013.570106,7076.306049,7140.13393,7205.0169,6168.01009,6142.070004,6110.293109,6075.051661,6037.182945,5997.230218,5955.585684,5912.550875,5868.367384,5823.234431,5777.319778,5730.766916,5683.700056,5636.227714,5588.445385,5540.437581,5492.279433,5444.037959,5395.773109,5347.538612,5299.382697,685.18,0.0029846161831349424,-0.027391983166621614,0.20469557157408408,0.3126145830854959,-0.3018969049934516,0.9672195522008769
6,268.0,2013/1/24,6197.64,6271.4,6186.48,6264.91,6208.85352,6235.075656,6267.501489,6303.859341,6343.400806,6385.659674,6430.311508,6477.114864,6525.881673,6576.46049,6628.726232,6682.573506,6737.912062,6794.663577,6852.759314,6912.138364,6972.746312,7034.53419,7097.457655,7161.476323,7226.553233,6186.446732,6160.429109,6128.557231,6093.210443,6055.228535,6015.156386,5973.387374,5930.223931,5885.908371,5840.640513,5794.588617,5747.896606,5700.689059,5653.074819,5605.149665,5556.998363,5508.696266,5460.310595,5411.901477,5363.522804,5315.222947,655.65,0.010795648296104183,0.20212263646756323,-0.04405446748845207,0.35827260591391646,0.17904513227223393,0.6545291682535889
7,269.0,2013/1/25,6264.91,6284.45,6247.33,6284.45,6276.245233,6302.751988,6335.529775,6372.28226,6412.252913,6454.970464,6500.106955,6547.418321,6596.714451,6647.842257,6700.675298,6755.107038,6811.046246,6868.41375,6927.140065,6987.163623,7048.429418,7110.88795,7174.494394,7239.207929,7304.991192,6253.595239,6227.295217,6195.077397,6159.346951,6120.952783,6080.445685,6038.223306,5994.591362,5949.794795,5904.035594,5857.483845,5810.285032,5762.565088,5714.434037,5665.988697,5617.314754,5568.48838,5519.577524,5470.642968,5421.739186,5372.915076,585.52,0.0031141055465791255,0.11368916093939774,-0.1131267686844615,0.32120505408290606,0.128188305770274,0.6325495537472633
8,270.0,2013/1/28,6284.45,6311.26,6277.04,6294.41,6295.820587,6322.410016,6355.290035,6392.157149,6432.252469,6475.103255,6520.380525,6567.839453,6617.289336,6668.576607,6721.574433,6776.175942,6832.289622,6889.836053,6948.745534,7008.956303,7070.413183,7133.066521,7196.871351,7261.786725,7327.775163,6273.099949,6246.717898,6214.399592,6178.557704,6140.043786,6099.410348,6057.05628,6013.288249,5968.351964,5922.450041,5875.753099,5828.407075,5780.538295,5732.257124,5683.660686,5634.834931,5585.856269,5536.792863,5487.705681,5438.649371,5389.67298,533.45,0.0015836096564377968,-0.06745749510356447,-0.0931349956555013,0.3275775034956048,0.30628300918282464,0.31075984482040625
9,271.0,2013/1/29,6294.41,6346.37,6285.77,6339.19,6305.798608,6332.430177,6365.362307,6402.287851,6442.446716,6485.365415,6530.714443,6578.248587,6627.776841,6679.145396,6732.227215,6786.915261,6843.117874,6900.755508,6959.758352,7020.064547,7081.618828,7144.371463,7208.277415,7273.295671,7339.388692,6283.04196,6256.618098,6224.248572,6188.349879,6149.774922,6109.077086,6066.655891,6022.818494,5977.810991,5931.83632,5885.06537,5837.644309,5789.699663,5741.341974,5692.668516,5643.765379,5594.709093,5545.567928,5496.40295,5447.268892,5398.21488,641.75,0.0070890621096142015,0.0640539590857312,0.18483347411377946,0.27464572004359017,0.11989472188355046,0.5826624871314843
10,272.0,2013/1/30,6339.19,6354.46,6316.29,6323.11,6350.65963,6377.480662,6410.647079,6447.835321,6488.279886,6531.503919,6577.175571,6625.047885,6674.928496,6726.662499,6780.121956,6835.199066,6891.801518,6949.849201,7009.271806,7070.007034,7131.999228,7195.1983,7259.558896,7325.039707,7391.602931,6327.741085,6301.129237,6268.529426,6232.375341,6193.525952,6152.538581,6109.815592,6065.666325,6020.338627,5974.036881,5926.93319,5879.174764,5830.889028,5782.18731,5733.167577,5683.916531,5634.511246,5585.020479,5535.505729,5486.022119,5436.619125,691.74,-0.002539824304264993,0.09395110553051644,0.07501134272166743,0.19372022446033327,0.18932981772342813,0.08261280849534249
11,273.0,2013/1/31,6323.11,6323.11,6276.88,6276.88,6334.550536,6361.303534,6394.385821,6431.479731,6471.821704,6514.936095,6560.491897,6608.242777,6657.996861,6709.599636,6762.923487,6817.860889,6874.319763,6932.220202,6991.492075,7052.073242,7113.908186,7176.946948,7241.144286,7306.458999,7372.853378,6311.690126,6285.145782,6252.628664,6216.566288,6177.815443,6136.932041,6094.317424,6050.280145,6005.067426,5958.883129,5911.898922,5864.261639,5816.098385,5767.520204,5718.624815,5669.498699,5620.218736,5570.853506,5521.464356,5472.106266,5422.828588,809.38,-0.007338133990589541,-0.0729926603749762,0.1570583600020816,0.1282544688753721,0.23402641583433725,0.04542547241316111
12,274.0,2013/2/1,6276.88,6353.95,6275.5,6347.24,6288.236891,6314.79429,6347.634704,6384.45741,6424.504432,6467.303602,6512.526332,6559.928093,6609.318411,6660.543904,6713.47789,6768.013629,6824.059717,6881.536829,6940.375349,7000.513591,7061.896443,7124.474311,7188.202285,7253.039464,7318.948415,6265.54362,6239.193349,6206.913972,6171.115258,6132.647732,6092.06324,6049.760189,6006.04488,5961.162723,5915.316092,5868.675399,5821.386406,5773.575287,5725.352274,5676.814373,5628.047431,5579.127767,5530.123461,5481.095408,5432.098189,5383.180793,686.18,0.011147031009622606,0.2215444541638023,-0.16512853849697112,0.20025277981847214,0.4152989383996143,0.02794271842163898
13,275.0,2013/2/4,6347.24,6347.26,6236.66,6246.84,6358.724195,6385.579287,6418.787821,6456.023287,6496.519212,6539.798135,6585.527784,6633.46089,6683.404843,6735.204542,6788.731886,6843.878937,6900.553268,6958.674664,7018.172728,7078.985083,7141.055999,7204.335327,7268.777652,7334.341617,7400.989367,6335.776546,6309.130904,6276.489696,6240.2897,6201.390976,6160.351557,6117.574314,6073.368983,6027.983725,5981.623181,5934.459674,5886.6406,5838.293548,5789.529984,5740.448003,5691.134414,5641.66639,5592.112775,5542.535148,5492.988699,5443.52297,765.9,-0.01594433685996906,0.4129245401898345,0.10991162893752017,0.10991694292357448,0.20203581284587516,-0.0366052153531959
14,276.0,2013/2/5,6246.84,6296.47,6244.07,6282.76,6258.142539,6284.57284,6317.256085,6353.902564,6393.757929,6436.352269,6481.358572,6528.533477,6577.687421,6628.667758,6681.348412,6735.623153,6791.401014,6848.603052,6907.159982,6967.010413,7028.099498,7090.37788,7153.800863,7218.327743,7283.921266,6235.557874,6209.33371,6177.208817,6141.581429,6103.298001,6062.907739,6020.807143,5977.301047,5932.633688,5887.006471,5840.588992,5793.526315,5745.944011,5697.951785,5649.646177,5601.112625,5552.427082,5503.657301,5454.863888,5406.10116,5357.417874,612.21,0.005733638488796512,0.11590292401859204,-0.22397625200644372,0.22381086396626756,0.36654705001466237,0.18995768788362088
15,277.0,2013/2/6,6282.76,6321.45,6265.55,6295.34,6294.12753,6320.709807,6353.580985,6390.438185,6430.522722,6473.361985,6518.627079,6566.073244,6615.50983,6666.783309,6719.766882,6774.353709,6830.452299,6887.983254,6946.876893,7007.07147,7068.511824,7131.148313,7194.935985,7259.833902,7325.804595,6271.413001,6245.038045,6212.72843,6176.896181,6138.392619,6097.770109,6055.42743,6011.671169,5966.746968,5920.857389,5874.173005,5826.839713,5778.983805,5730.715619,5682.132248,5633.319624,5584.354133,5535.303921,5486.22994,5437.186822,5388.223602,673.86,0.0020003027793709482,-0.0085033928251117,0.0959470132938956,0.1541218046484326,0.4197761122215778,0.12420791070441056
