Date,log_returns,Hurst
2013/2/1,0.007346869,0.322194595
2013/2/4,-0.025229466,0.309988228
2013/2/5,0.003454253,0.298370974
2013/2/6,-0.010951294,0.303434875
2013/2/7,0.001274714,0.310842236
2013/2/8,0.008041773,0.323147099
2013/2/11,-0.002407452,0.318664587
2013/2/12,0.003458892,0.321621609
2013/2/13,0.006726506,0.33235587
2013/2/14,-0.010519497,0.343992267
2013/2/15,-0.004949861,0.350680961
2013/2/18,0.004627448,0.347207944
2013/2/19,0.016087539,0.335217346
2013/2/20,-0.003042373,0.337594114
2013/2/21,-0.018982485,0.349550308
2013/2/22,0.010277235,0.347736842
2013/2/25,0.014419334,0.342085688
2013/2/26,-0.022912722,0.331857736
2013/2/27,0.010308519,0.329282724
2013/2/28,0.008544871,0.333659918
2013/3/1,-0.004341794,0.333650353
2013/3/4,-0.002140283,0.328531969
2013/3/5,0.022958227,0.323582096
2013/3/6,0.006209155,0.326841146
2013/3/7,0.002577701,0.352551258
2013/3/8,0.005864552,0.368611072
2013/3/11,-0.000272999,0.351687687
2013/3/12,-0.002278312,0.339099429
2013/3/13,0.000601116,0.339365781
2013/3/14,0.010912638,0.349492778
2013/3/15,-0.001927805,0.362214262
2013/3/18,-0.00400535,0.348658818
2013/3/19,-0.007884245,0.339537051
2013/3/20,0.006793859,0.340161885
2013/3/21,-0.008718256,0.337205647
2013/3/22,-0.002671068,0.334926349
2013/3/25,-0.005126023,0.334556447
2013/3/26,0.001113611,0.334419026
2013/3/27,-0.011561988,0.331356073
2013/3/28,0.000798234,0.333165271
2013/4/2,0.018878291,0.335729173
2013/4/3,-0.008739124,0.333792015
2013/4/4,-0.007310699,0.325496426
2013/4/5,-0.020501954,0.326713203
2013/4/8,0.000507787,0.34120763
2013/4/9,-0.003284938,0.354010022
2013/4/10,0.022413993,0.355874872
2013/4/11,0.00777953,0.349119239
2013/4/12,-0.01624738,0.354762595
2013/4/15,-0.004158532,0.367408251
2013/4/16,-0.003903817,0.366778245
2013/4/17,-0.023648489,0.364002622
2013/4/18,-0.003912734,0.366889025
2013/4/19,-0.001844153,0.366499921
2013/4/22,0.002430034,0.37368057
2013/4/23,0.023798189,0.374607555
2013/4/24,0.013079051,0.357425655
2013/4/25,0.009470379,0.348005989
2013/4/26,-0.002313452,0.349777006
2013/4/29,0.007488437,0.356561514
2013/4/30,0.005094008,0.370732134
2013/5/2,0.006047103,0.373860183
2013/5/3,0.019968333,0.368258872
2013/5/6,-0.001257825,0.384140931
2013/5/7,0.008555422,0.398460575
2013/5/8,0.008268317,0.415102359
2013/5/9,0.001555208,0.428768217
2013/5/10,0.001939407,0.427981084
2013/5/13,8.46E-05,0.438183826
2013/5/14,0.00719928,0.459117383
2013/5/15,0.002791363,0.466817132
2013/5/16,0.000890494,0.453507847
2013/5/17,0.00335523,0.453569388
2013/5/20,0.006862562,0.461715299
2013/5/21,0.001934071,0.472255498
2013/5/22,0.006903478,0.461842896
2013/5/23,-0.021195057,0.44523069
2013/5/24,-0.005602363,0.43285792
2013/5/27,0.009345358,0.416186097
2013/5/28,0.011571407,0.413380737
2013/5/29,-0.017159979,0.411114958
2013/5/30,0.007602455,0.399663267
2013/5/31,-0.006132908,0.395059508
