Date,log_returns,Hurst
2011/8/25,-0.019667854,0.523004226
2011/8/26,0.024583439,0.514623495
2011/8/29,0.032633063,0.517170848
2011/8/30,0.005449371,0.500768962
2011/8/31,0.001299566,0.504829731
2011/9/1,-0.013040864,0.510898811
2011/9/2,-0.026147595,0.519501574
2011/9/6,-0.002624059,0.513720277
2011/9/7,0.029910029,0.516178213
2011/9/8,-0.007798262,0.51511752
2011/9/9,-0.02447527,0.533130596
2011/9/12,0.010920747,0.53511972
2011/9/13,0.014743944,0.551330562
2011/9/14,0.015828881,0.549726108
2011/9/15,0.01332936,0.55679273
2011/9/16,0.005828623,0.547545133
2011/9/19,-0.003621684,0.551680651
2011/9/20,-0.00868339,0.545640788
2011/9/21,-0.020299307,0.546562416
2011/9/22,-0.033051592,0.531246503
2011/9/23,0.011160496,0.536764596
2011/9/26,0.013384414,0.536335627
2011/9/27,0.011904903,0.540979415
2011/9/28,-0.021932401,0.534018875
2011/9/29,-0.004352083,0.546782926
2011/9/30,-0.02670006,0.531152101
2011/10/3,-0.033497617,0.535195334
2011/10/4,0.029107768,0.531555696
2011/10/5,0.022893589,0.525929179
2011/10/6,0.018646372,0.514215556
2011/10/7,-0.011018589,0.524851538
2011/10/10,0.034371323,0.517184392
2011/10/11,0.006595377,0.522545414
2011/10/12,0.008365895,0.515885354
2011/10/13,0.005936894,0.52601488
2011/10/14,0.018006988,0.531358495
2011/10/17,-0.0200394,0.542913649
2011/10/18,0.016125986,0.542403393
2011/10/19,-0.020295405,0.54809037
2011/10/20,-0.00208355,0.540565808
2011/10/21,0.014835798,0.549443588
2011/10/24,0.023228011,0.54966283
2011/10/25,-0.022864091,0.552803607
2011/10/26,0.004632185,0.540390139
2011/10/27,0.032645357,0.540704544
2011/10/28,-0.000540562,0.530191391
2011/10/31,-0.019456269,0.538169978
2011/11/1,-0.029276173,0.5268184
2011/11/2,0.01258655,0.530134557
2011/11/3,0.021728297,0.531235356
2011/11/4,-0.004390697,0.539292991
2011/11/7,0.003382023,0.533827536
2011/11/8,0.011890808,0.53665951
2011/11/9,-0.039577882,0.529673594
2011/11/10,0.001334147,0.531685282
2011/11/11,0.020212231,0.524684655
2011/11/14,-0.008069804,0.525590384
2011/11/15,0.010847092,0.528755694
2011/11/16,-0.017496377,0.52817091
2011/11/17,-0.019749666,0.521325293
2011/11/18,-0.006003324,0.537289589
2011/11/21,-0.019374031,0.544658098
2011/11/22,-0.000737449,0.558415608
2011/11/23,-0.024572839,0.562363062
2011/11/25,-0.007577169,0.575052543
2011/11/28,0.034550666,0.572354989
2011/11/29,-0.0046918,0.564386852
2011/11/30,0.040828514,0.541282289
2011/12/1,0.002233854,0.531422185
2011/12/2,0.00027793,0.520641885
2011/12/5,0.010915002,0.526915553
2011/12/6,-0.002337278,0.530022707
2011/12/7,-0.000132106,0.536847567
2011/12/8,-0.020143315,0.531795064
2011/12/9,0.019252087,0.536756224
2011/12/12,-0.013154507,0.531201665
2011/12/13,-0.012709334,0.531442698
2011/12/14,-0.015614023,0.526553739
2011/12/15,0.000669249,0.526721696
2011/12/16,0.005619734,0.522180749
2011/12/19,-0.012677216,0.527044817
2011/12/20,0.031440875,0.518619679
2011/12/21,-0.009942765,0.522722575
2011/12/22,0.008297617,0.514269638
2011/12/23,0.007355215,0.524879063
2011/12/27,0.002501985,0.528094904
2011/12/28,-0.01350693,0.540145397
2011/12/29,0.009131992,0.539066569
2011/12/30,-0.003291891,0.534967173
2012/1/3,0.016586249,0.519944511
2012/1/4,-0.000135924,0.53090436
2012/1/5,0.008085456,0.523370215
2012/1/6,0.001631712,0.526383307
2012/1/9,0.000874639,0.526595403
2012/1/10,0.009644883,0.538713639
2012/1/11,0.003051768,0.529860672
2012/1/12,0.005129292,0.543117862
2012/1/13,-0.005162494,0.537483337
2012/1/17,0.006402228,0.537062299
2012/1/18,0.015144557,0.52564213
2012/1/19,0.006700229,0.540166978
2012/1/20,-0.00058475,0.549051956
2012/1/23,-0.000908296,0.5577059
2012/1/24,0.000886765,0.554688556
2012/1/25,0.011300846,0.568518571
2012/1/26,-0.004634059,0.563379835
2012/1/27,0.004009376,0.566720548
2012/1/30,-0.001638095,0.559759791
2012/1/31,0.000675462,0.563999557
2012/2/1,0.012161694,0.564325557
2012/2/2,0.003997938,0.585266721
2012/2/3,0.015950829,0.571142442
2012/2/6,-0.00126385,0.578296099
2012/2/7,0.000719936,0.564489199
2012/2/8,0.004048157,0.574246158
2012/2/9,0.003891781,0.566792307
2012/2/10,-0.00800881,0.56293893
2012/2/13,0.009428939,0.550776044
2012/2/14,0.000150088,0.553899168
2012/2/15,-0.005472288,0.546497572
2012/2/16,0.014984078,0.554933219
2012/2/17,-0.002730213,0.547374399
2012/2/21,-0.001088071,0.54630072
2012/2/22,-0.005236558,0.539209616
2012/2/23,0.008084728,0.54710124
2012/2/24,0.002286881,0.546145716
2012/2/27,0.000812829,0.560506847
2012/2/28,0.006921001,0.55031181
2012/2/29,-0.006674922,0.558148584
2012/3/1,0.00741458,0.549184839
2012/3/2,-0.004284887,0.557766641
2012/3/5,-0.00867609,0.553926388
2012/3/6,-0.013704828,0.56101217
2012/3/7,0.008679479,0.551723026
2012/3/8,0.011760838,0.559037874
2012/3/9,0.006014692,0.549779233
2012/3/12,-0.001567314,0.545425493
2012/3/13,0.018667306,0.534977434
2012/3/14,0.000279577,0.534917416
2012/3/15,0.005130319,0.526906088
2012/3/16,-0.000363242,0.548743191
2012/3/19,0.007519298,0.550940361
2012/3/20,-0.001355553,0.559091448
2012/3/21,0.000380521,0.552375419
2012/3/22,-0.003909666,0.562443461
2012/3/23,0.001500512,0.557862668
2012/3/26,0.017656573,0.550940371
2012/3/27,-0.000711206,0.541446763
2012/3/28,-0.004944342,0.542007205
2012/3/29,-0.003096617,0.539366199
2012/3/30,-0.001225164,0.550551131
2012/4/2,0.009057791,0.554109645
2012/4/3,-0.001966866,0.561821027
2012/4/4,-0.01471476,0.557511293
2012/4/5,0.004036703,0.567852117
2012/4/9,-0.010908166,0.559910304
2012/4/10,-0.018502424,0.564545902
2012/4/11,0.008402627,0.562377919
2012/4/12,0.012875651,0.561285382
2012/4/13,-0.014577768,0.559043167
2012/4/16,-0.007643715,0.578736871
2012/4/17,0.01804659,0.582011834
2012/4/18,-0.003743664,0.585785867
2012/4/19,-0.007911934,0.56799504
2012/4/20,-0.002366841,0.570479826
2012/4/23,-0.010048821,0.564355797
2012/4/24,-0.002983794,0.570474445
2012/4/25,0.022710837,0.555300001
2012/4/26,0.006901071,0.551580427
2012/4/27,0.006075371,0.54422083
2012/4/30,-0.007469506,0.559223496
2012/5/1,0.001338407,0.55041723
2012/5/2,0.003080053,0.542106524
2012/5/3,-0.011686235,0.535247727
2012/5/4,-0.022727643,0.53966254
2012/5/7,0.000480208,0.533169513
2012/5/8,-0.003892262,0.546470643
2012/5/9,-0.003931323,0.543371557
2012/5/10,-0.000364668,0.551410325
2012/5/11,6.14E-05,0.546742688
2012/5/14,-0.010705331,0.56438044
2012/5/15,-0.003043302,0.56861112
2012/5/16,-0.006837989,0.5819472
2012/5/17,-0.021221916,0.571397324
2012/5/18,-0.012481208,0.578974347
2012/5/21,0.024323986,0.570492455
2012/5/22,-0.002859511,0.572338904
2012/5/23,0.003881043,0.550520436
2012/5/24,-0.00377538,0.542963791
2012/5/25,-0.000651763,0.527763739
2012/5/29,0.011722963,0.533928122
2012/5/30,-0.011782876,0.527939908
2012/5/31,-0.003537702,0.543357156
2012/6/1,-0.028652212,0.529119715
2012/6/4,0.004550175,0.534362233
2012/6/5,0.006536537,0.526327926
2012/6/6,0.023693804,0.528020379
2012/6/7,-0.004827574,0.514223733
2012/6/8,0.009631954,0.521520915
2012/6/11,-0.017180631,0.515312595
2012/6/12,0.011796061,0.53798022
2012/6/13,-0.008640599,0.541259813
2012/6/14,0.006267107,0.556178649
2012/6/15,0.012776201,0.548129542
2012/6/18,0.00781193,0.563659235
2012/6/19,0.011821414,0.577942931
2012/6/20,0.000235486,0.592408832
2012/6/21,-0.024652602,0.567795276
2012/6/22,0.01159013,0.562409289
2012/6/25,-0.019642497,0.542161321
2012/6/26,0.006291517,0.54619457
2012/6/27,0.00742143,0.523534047
2012/6/28,-0.009023942,0.522327076
2012/6/29,0.029584458,0.498007178
2012/7/2,0.005497544,0.502896365
2012/7/3,0.008384966,0.487881814
2012/7/5,1.34E-05,0.485047315
2012/7/6,-0.013119433,0.478258779
2012/7/9,-0.001894669,0.485534656
2012/7/10,-0.010092474,0.466599433
2012/7/11,-0.004956567,0.474238016
2012/7/12,-0.007573674,0.464190096
2012/7/13,0.014643548,0.46994893
2012/7/16,-0.003972162,0.452091336
2012/7/17,0.004511819,0.46524535
2012/7/18,0.011126717,0.461312683
2012/7/19,0.007886983,0.478822748
2012/7/20,-0.013783488,0.475090333
2012/7/23,-0.012088636,0.492492752
2012/7/24,-0.009441871,0.487851908
2012/7/25,-0.003060925,0.499175009
2012/7/26,0.01357483,0.496933586
2012/7/27,0.022163352,0.483464449
2012/7/30,-0.004149784,0.448973191
2012/7/31,-0.002147703,0.432591655
2012/8/1,-0.006590771,0.409319959
2012/8/2,-0.003581491,0.39974411
2012/8/3,0.019780592,0.377112314
2012/8/6,0.007388655,0.373127204
2012/8/7,0.008641743,0.365980998
2012/8/8,-0.001529755,0.381348434
2012/8/9,0.002451124,0.380019374
2012/8/10,0.00073516,0.395783797
2012/8/13,0.000549361,0.38455928
2012/8/14,-0.001834589,0.391013132
2012/8/15,0.004613172,0.390295049
2012/8/16,0.010326154,0.403290001
2012/8/17,0.004626184,0.402289241
2012/8/20,-0.000123521,0.410505366
2012/8/21,-0.002913665,0.400960806
2012/8/22,0.002087632,0.417740126
2012/8/23,-0.006616564,0.413168053
2012/8/24,0.005353432,0.420624819
2012/8/27,0.001106955,0.412955714
2012/8/28,0.001284484,0.419496876
2012/8/29,0.001315292,0.415398438
2012/8/30,-0.010597336,0.431744232
2012/8/31,0.005968293,0.428436006
2012/9/4,0.00263757,0.433102283
2012/9/5,-0.001884665,0.417708792
2012/9/6,0.021447766,0.415624653
2012/9/7,0.000194508,0.411222719
2012/9/10,-0.010383976,0.421153865
2012/9/11,0.00016429,0.40253254
2012/9/12,0.003145284,0.40417977
2012/9/13,0.013243917,0.393413295
2012/9/14,0.008871028,0.411642936
2012/9/17,-0.001659694,0.403577314
2012/9/18,-0.000273737,0.407764347
2012/9/19,0.001515623,0.396957753
2012/9/20,-0.002094808,0.401151053
2012/9/21,0.001258669,0.391993403
2012/9/24,-0.006049786,0.393930942
2012/9/25,-0.01371366,0.376039405
2012/9/26,-0.007737387,0.381118874
2012/9/27,0.013771625,0.388012934
2012/9/28,-0.006515473,0.392912991
2012/10/1,-0.000866807,0.390196495
2012/10/2,0.002088692,0.409950943
2012/10/3,0.004856714,0.412183892
2012/10/4,0.004528473,0.430038946
2012/10/5,-0.004222322,0.429510539
2012/10/8,-0.00763062,0.433728416
2012/10/9,-0.015323973,0.422094984
2012/10/10,-0.004329068,0.423374843
2012/10/11,-0.000776898,0.421355375
2012/10/12,-0.001739553,0.432161209
2012/10/15,0.006571421,0.425211988
2012/10/16,0.011999463,0.420703908
2012/10/17,0.000950802,0.403646458
2012/10/18,-0.010118283,0.409217021
2012/10/19,-0.022128109,0.410158377
2012/10/22,0.003765832,0.417407849
2012/10/23,-0.00882248,0.399065652
2012/10/24,-0.002933614,0.405965029
2012/10/25,0.001481278,0.404947757
2012/10/26,0.000612648,0.416607036
2012/10/31,-0.003594195,0.411892842
2012/11/1,0.014283361,0.409639043
2012/11/2,-0.012638888,0.400315032
2012/11/5,0.005861139,0.399771711
2012/11/6,0.00408212,0.396950149
2012/11/7,-0.025093682,0.404622378
2012/11/8,-0.014301951,0.394681989
2012/11/9,0.003203202,0.397185262
2012/11/12,-0.000213457,0.394986676
2012/11/13,-0.007035104,0.396672575
2012/11/14,-0.012941008,0.380508478
2012/11/15,-0.003473063,0.37095464
2012/11/16,0.005690631,0.356687204
2012/11/19,0.021820182,0.359131506
2012/11/20,0.000209164,0.36047748
2012/11/21,0.003378272,0.365745576
2012/11/23,0.013676529,0.35042621
2012/11/26,0.003341395,0.356141968
2012/11/27,-0.003024611,0.362783661
2012/11/28,0.00805096,0.384477603
2012/11/29,0.006745742,0.395559858
2012/11/30,-0.00059446,0.409069388
2012/12/3,-0.002674457,0.412558603
2012/12/4,-0.001837007,0.428799517
2012/12/5,-0.007701378,0.430577782
2012/12/6,0.005222242,0.453775354
2012/12/7,-0.003763844,0.452644025
2012/12/10,0.002990782,0.452520848
2012/12/11,0.011761983,0.459229563
2012/12/12,-0.002813072,0.468537939
2012/12/13,-0.007209524,0.464692391
2012/12/14,-0.006985871,0.452983312
2012/12/17,0.01312973,0.438967604
2012/12/18,0.01448634,0.43569113
2012/12/19,-0.003335036,0.438872469
2012/12/20,0.001978753,0.444948783
2012/12/21,-0.009678239,0.432549798
2012/12/24,-0.002787719,0.429801991
2012/12/26,-0.007476596,0.422894347
2012/12/27,-0.00142234,0.425561598
2012/12/28,-0.008610565,0.424174032
2012/12/31,0.019800574,0.430756893
2013/1/2,0.030254584,0.405808773
2013/1/3,-0.003763185,0.400226834
2013/1/4,0.000351486,0.405843426
2013/1/7,-0.000919285,0.411576622
2013/1/8,-0.002261487,0.396111896
2013/1/9,0.004517871,0.39582524
2013/1/10,0.005122394,0.387859409
2013/1/11,0.001242117,0.388419056
2013/1/14,-0.002607664,0.390813732
2013/1/15,-0.0021579,0.393420281
2013/1/16,0.002170731,0.381284751
2013/1/17,0.005903873,0.379461716
2013/1/18,-0.000411437,0.370668778
2013/1/22,0.00269836,0.376670647
2013/1/23,0.003331828,0.370131153
2013/1/24,-0.007412451,0.366418037
2013/1/25,0.006155982,0.365887578
2013/1/28,0.001456216,0.371937518
2013/1/29,-0.000202918,0.370013484
2013/1/30,-0.003605485,0.366023867
2013/1/31,-5.73E-05,0.357387183
2013/2/1,0.011697224,0.360912435
2013/2/4,-0.015191401,0.364530302
2013/2/5,0.01282315,0.380979761
2013/2/6,-0.000977909,0.376122237
2013/2/7,-0.001057849,0.374180922
2013/2/8,0.009039219,0.373302799
2013/2/11,-0.000585668,0.387813822
2013/2/12,-0.001727682,0.394249854
2013/2/13,0.003255337,0.399451167
2013/2/14,0.000556638,0.39263304
2013/2/15,-0.002074894,0.400745306
2013/2/19,0.006731614,0.408171681
2013/2/20,-0.015422068,0.410086255
2013/2/21,-0.010457695,0.402816912
2013/2/22,0.009638882,0.409646714
2013/2/25,-0.014517455,0.409770872
2013/2/26,0.004290821,0.414587925
2013/2/27,0.010365785,0.417380897
2013/2/28,-0.000654809,0.420682057
2013/3/1,0.003017413,0.406857795
2013/3/4,0.003869792,0.405160515
2013/3/5,0.013143789,0.402280231
2013/3/6,-0.000546033,0.408510762
2013/3/7,0.003011873,0.403017619
2013/3/8,0.0037922,0.400606124
2013/3/11,0.002616497,0.407381975
2013/3/12,-0.003248561,0.409182645
2013/3/13,0.000863206,0.404911584
2013/3/14,0.004246591,0.39848031
2013/3/15,-0.003030119,0.383147917
2013/3/18,-0.003539576,0.368766182
2013/3/19,-0.002625765,0.357069408
2013/3/20,0.007739936,0.368303056
2013/3/21,-0.00975491,0.357018205
2013/3/22,0.006926863,0.346458163
2013/3/25,-0.002993691,0.336053372
2013/3/26,0.005296123,0.341090445
2013/3/27,0.001241358,0.340739452
2013/3/28,0.003372147,0.341682288
2013/4/1,-0.008714163,0.328014019
2013/4/2,0.00483214,0.326983036
2013/4/3,-0.011202782,0.33227816
2013/4/4,0.001980266,0.346656371
2013/4/5,-0.006570416,0.345705794
2013/4/8,0.00572354,0.345768818
2013/4/9,0.004832744,0.33880555
2013/4/10,0.01817617,0.34490437
2013/4/11,0.000882164,0.356460952
2013/4/12,-0.001579959,0.360527252
2013/4/15,-0.02410029,0.340558036
2013/4/16,0.01485573,0.343100143
2013/4/17,-0.018537312,0.346784448
2013/4/18,-0.012026458,0.346191156
2013/4/19,0.012460106,0.342426334
2013/4/22,0.008537836,0.34783708
2013/4/23,0.011004466,0.339267053
2013/4/24,9.79E-05,0.331519578
2013/4/25,0.00620158,0.329335091
2013/4/26,-0.003266738,0.33951281
2013/4/29,0.008429695,0.330295165
2013/4/30,0.006561393,0.333991866
2013/5/1,-0.008950077,0.348104988
2013/5/2,0.012497621,0.379327792
2013/5/3,0.011313883,0.378045601
2013/5/6,0.004235342,0.386597458
2013/5/7,0.00107812,0.381832376
2013/5/8,0.004887012,0.383871709
2013/5/9,-0.001201916,0.371420571
2013/5/10,0.008007931,0.366448966
2013/5/13,0.000642875,0.351274724
2013/5/14,0.006902975,0.349190874
2013/5/15,0.002598704,0.352098363
2013/5/16,-0.001839449,0.361778282
2013/5/17,0.009686745,0.352528612
2013/5/20,-0.000726192,0.351173084
2013/5/21,0.001626051,0.345518692
2013/5/22,-0.011146608,0.341417527
2013/5/23,-0.001120947,0.338244431
2013/5/24,-8.09E-05,0.332995463
2013/5/28,0.008563631,0.318673271
2013/5/29,-0.006143993,0.329147868
2013/5/30,0.006834519,0.322110028
2013/5/31,-0.010188351,0.315833417
2013/6/3,0.0027336,0.319209937
2013/6/4,-0.005820036,0.336490575
2013/6/5,-0.012788742,0.341335044
2013/6/6,0.00661343,0.355689738
2013/6/7,0.013105724,0.362087265
2013/6/10,0.001310675,0.370409146
2013/6/11,-0.010656009,0.363595801
2013/6/12,-0.010682556,0.374386713
2013/6/13,0.013126504,0.376907878
2013/6/14,-0.006347453,0.381030919
2013/6/17,0.008310486,0.373528023
2013/6/18,0.008667103,0.377982113
2013/6/19,-0.011257263,0.384417055
2013/6/20,-0.023080298,0.384569275
2013/6/21,-0.002198787,0.393142593
2013/6/24,-0.010928514,0.40455351
2013/6/25,0.008136624,0.397624138
2013/6/26,0.008426444,0.389816892
2013/6/27,0.0075656,0.388946132
2013/6/28,0.000408517,0.398208824
2013/7/1,0.009137586,0.389661454
2013/7/2,-0.000317419,0.380652053
2013/7/3,0.002986739,0.371074527
2013/7/5,0.010316354,0.368899039
2013/7/8,0.001565146,0.374244588
2013/7/9,0.005560109,0.383312981
2013/7/10,0.004697504,0.378208725
2013/7/11,0.016210952,0.382507533
2013/7/12,0.00606824,0.390593413
2013/7/15,0.002056172,0.395009005
2013/7/16,-0.002495148,0.412137897
2013/7/17,0.00319068,0.427280651
2013/7/18,0.000354508,0.424281437
2013/7/19,-0.006576038,0.424675996
2013/7/22,0.00355593,0.431359087
2013/7/23,-0.005883304,0.417097154
2013/7/24,9.22E-05,0.408159664
2013/7/25,0.007123412,0.41467324
2013/7/26,0.002208262,0.419588978
2013/7/29,-0.003887808,0.41928504
2013/7/30,0.004803484,0.423063509
2013/7/31,0.002733736,0.43190785
2013/8/1,0.013522325,0.431138981
2013/8/2,0.003760868,0.422494951
2013/8/5,0.000910256,0.428104089
2013/8/6,-0.007387188,0.435716025
2013/8/7,-0.003213214,0.422789163
2013/8/8,0.004126657,0.426206609
2013/8/9,-0.00245865,0.438965821
2013/8/12,0.002684836,0.435882261
2013/8/13,0.003940509,0.428278355
2013/8/14,-0.004125814,0.42610672
2013/8/15,-0.01736033,0.425373217
2013/8/16,-0.000926632,0.425209848
2013/8/19,-0.003807081,0.436751716
2013/8/20,0.00680305,0.448296577
2013/8/21,-0.003826228,0.450763537
2013/8/22,0.010753713,0.452509473
2013/8/23,0.005229917,0.456079497
2013/8/26,-6.01E-05,0.457096395
2013/8/27,-0.021849685,0.460997562
2013/8/28,0.004135608,0.467071068
2013/8/29,0.00747198,0.467030456
2013/8/30,-0.008440905,0.475135459
2013/9/3,0.006314513,0.468205915
2013/9/4,0.010033616,0.45561352
2013/9/5,0.002665639,0.447099171
2013/9/6,0.000336121,0.452999349
2013/9/9,0.012535817,0.4318384
2013/9/10,0.006143768,0.413445143
2013/9/11,-0.001075928,0.404052516
2013/9/12,-0.002429789,0.403010952
2013/9/13,0.00166977,0.403538836
2013/9/16,-0.001163974,0.402777487
2013/9/17,0.007462971,0.40518787
2013/9/18,0.010077994,0.410578371
2013/9/19,0.001515908,0.408559053
2013/9/20,-0.00387356,0.424507923
2013/9/23,-0.002503973,0.42681302
2013/9/24,0.000785819,0.425643936
2013/9/25,-0.001899235,0.423383797
2013/9/26,0.006976221,0.43470946
2013/9/27,-0.001543133,0.427535788
2013/9/30,-0.002677059,0.420066028
2013/10/1,0.01225399,0.420066761
2013/10/2,-0.00077558,0.431661866
2013/10/3,-0.010720374,0.43847662
2013/10/4,0.008812931,0.448388904
2013/10/7,-0.009862671,0.443925777
2013/10/8,-0.020241247,0.441649882
2013/10/9,-0.004625236,0.436780753
2013/10/10,0.022309096,0.446126904
2013/10/11,0.008240896,0.438871422
2013/10/14,0.006154755,0.430504531
2013/10/15,-0.005590549,0.421565368
2013/10/16,0.011900411,0.417491218
2013/10/17,0.006158995,0.420230871
2013/10/18,0.013148492,0.431238414
2013/10/21,0.001473004,0.437801249
2013/10/22,0.002425596,0.446174908
2013/10/23,-0.005742273,0.447098943
2013/10/24,0.005587027,0.446470501
2013/10/25,0.003658392,0.44360935
2013/10/28,-0.000819434,0.443101115
2013/10/29,0.003094091,0.436267112
2013/10/30,-0.005510634,0.434306785
2013/10/31,-0.002779503,0.424940883
2013/11/1,0.000594255,0.425155411
2013/11/4,0.00370294,0.422440516
2013/11/5,0.000830323,0.414701102
2013/11/6,-0.002009704,0.417429409
2013/11/7,-0.019160252,0.418791609
2013/11/8,0.015919972,0.403922705
2013/11/11,0.000142875,0.397663926
2013/11/12,3.32E-05,0.406482667
2013/11/13,0.011578357,0.417163014
2013/11/14,0.00180643,0.413797502
2013/11/15,0.003324662,0.414410472
2013/11/18,-0.009300587,0.414094017
2013/11/19,-0.004446358,0.413281005
2013/11/20,-0.002618169,0.411804773
2013/11/21,0.012138904,0.416165707
2013/11/22,0.005650194,0.411540568
2013/11/25,0.00073126,0.412845641
2013/11/26,0.005786106,0.424295913
2013/11/27,0.006697699,0.428871726
2013/11/29,0.003736136,0.42511706
2013/12/2,-0.003610054,0.433438556
2013/12/3,-0.001994443,0.430443789
2013/12/4,0.000198138,0.41834887
2013/12/5,-0.001199332,0.415360413
2013/12/6,0.007253283,0.424416123
