date,close,open,high,low,vol,return
2010/1/4,10583.96,10430.69,10604.97,10430.69,179.78,0.015
2010/1/5,10572.02,10584.56,10584.56,10522.52,188.54,-0.0011
2010/1/6,10573.68,10564.72,10594.99,10546.55,186.04,0.0002
2010/1/7,10606.86,10571.11,10612.37,10505.21,217.39,0.0031
2010/1/8,10618.19,10606.4,10619.4,10554.33,172.71,0.0011
2010/1/11,10663.99,10620.31,10676.23,10591.59,182.05,0.0043
2010/1/12,10627.26,10662.86,10663.08,10568.84,219.3,-0.0034
2010/1/13,10680.77,10628.09,10709.26,10614.49,202.85,0.005
2010/1/14,10710.55,10680.16,10723.77,10666.86,201.32,0.0028
2010/1/15,10609.65,10706.99,10709.94,10561.06,362.93,-0.0094
2010/1/19,10725.43,10608.37,10729.89,10591.97,192.15,0.0109
2010/1/20,10603.15,10719.69,10719.92,10517.3,203.27,-0.0114
2010/1/21,10389.88,10603.91,10614.94,10374.69,304.29,-0.0201
2010/1/22,10172.98,10389.58,10389.58,10157.64,323.66,-0.0209
2010/1/25,10196.86,10175.1,10256.87,10171.77,215.33,0.0023
2010/1/26,10194.29,10195.35,10285.13,10155.6,217.3,-0.0003
2010/1/27,10236.16,10194.29,10255.06,10104.36,262.17,0.0041
2010/1/28,10120.46,10236.92,10258.83,10055.08,240.05,-0.0113
2010/1/29,10067.33,10122.04,10239.34,10043.75,316.9,-0.0052
2010/2/1,10185.53,10068.99,10190.89,10068.91,198.43,0.0117
2010/2/2,10296.85,10186.13,10314.84,10173.59,237.14,0.0109
2010/2/3,10270.55,10291.73,10307.2,10231.93,198.94,-0.0026
2010/2/4,10002.18,10273.12,10273.12,9998.03,304.25,-0.0261
2010/2/5,10012.23,10003.69,10031.96,9835.09,308.32,0.001
2010/2/8,9908.39,10005.43,10028.56,9904.09,216.27,-0.0104
2010/2/9,10058.64,9910.28,10139.43,9910.06,236.21,0.0152
2010/2/10,10038.38,10055.46,10085.54,9962.96,178.6,-0.002
2010/2/11,10144.19,10037.85,10161.57,9976.71,194.47,0.0105
2010/2/12,10099.14,10137.23,10137.39,9983.82,296.51,-0.0044
2010/2/16,10268.81,10100.81,10279.54,10100.81,234.9,0.0168
2010/2/17,10309.24,10261.48,10320.13,10261.48,193.27,0.0039
2010/2/18,10392.9,10309.39,10406.58,10294.51,185.31,0.0081
2010/2/19,10402.35,10387.77,10438.55,10339.17,241.75,0.0009
2010/2/22,10383.38,10402.43,10433.64,10368.95,158.44,-0.0018
2010/2/23,10282.41,10383.16,10411.12,10267.83,190.74,-0.0097
2010/2/24,10374.16,10284,10393.51,10283.93,181.45,0.0089
2010/2/25,10321.03,10366.6,10366.68,10185.83,242.55,-0.0051
2010/2/26,10325.26,10321.41,10353.45,10272.29,282.12,0.0004
2010/3/1,10403.79,10326.1,10413.99,10326.1,173.75,0.0076
2010/3/2,10405.98,10404.16,10456.92,10389.43,217.18,0.0002
2010/3/3,10396.76,10406.28,10469.54,10376.58,183.29,-0.0009
2010/3/4,10444.14,10396.53,10452.38,10390.86,165.74,0.0046
2010/3/5,10566.2,10445.13,10571.94,10445.05,184.27,0.0117
2010/3/8,10552.52,10563.78,10587.74,10542.39,171.78,-0.0013
2010/3/9,10564.38,10552.24,10612.6,10533.93,219.86,0.0011
2010/3/10,10567.33,10560.13,10601.79,10526.52,186.57,0.0003
2010/3/11,10611.84,10560.98,10611.84,10507.17,149.99,0.0042
2010/3/12,10624.69,10611.77,10644.95,10594.84,166.14,0.0012
2010/3/15,10642.15,10623.41,10644.19,10570.51,160.57,0.0016
2010/3/16,10685.98,10642.53,10693.99,10621.9,227.42,0.0041
2010/3/17,10733.67,10686.36,10767.98,10686.36,194.19,0.0045
2010/3/18,10779.17,10733.44,10784,10728.15,153.28,0.0042
2010/3/19,10741.98,10780,10819.9,10694.22,434.19,-0.0035
2010/3/22,10785.89,10741,10809.85,10695.13,157.2,0.0041
2010/3/23,10888.83,10787.18,10893.89,10784.76,189.14,0.0095
2010/3/24,10836.15,10887.62,10887.84,10825.42,195.57,-0.0048
2010/3/25,10841.21,10837.51,10955.48,10834.19,200.33,0.0005
2010/3/26,10850.36,10841.29,10909.38,10816.43,175.49,0.0008
2010/3/29,10895.86,10849.23,10916.64,10849.23,136.71,0.0042
2010/3/30,10907.42,10895.02,10940.22,10866.83,148.81,0.0011
2010/3/31,10856.63,10907.34,10907.42,10832.83,197.06,-0.0047
2010/4/1,10927.07,10857.31,10956.39,10857.31,159.51,0.0065
2010/4/5,10973.55,10927.45,10988.06,10923.97,139.48,0.0043
2010/4/6,10969.99,10972.49,10987.38,10927.52,159.96,-0.0003
2010/4/7,10897.52,10961.95,10962.66,10845.45,186.97,-0.0066
2010/4/8,10927.07,10896.99,10949.36,10844.09,158.93,0.0027
2010/4/9,10997.35,10926.92,11000.98,10926.92,150.66,0.0064
2010/4/12,11005.97,10996.75,11029.77,10992.21,153.96,0.0008
2010/4/13,11019.42,11006.72,11038.92,10947.77,183.95,0.0012
2010/4/14,11123.11,11020.7,11125.22,11020.63,223.92,0.0094
2010/4/15,11144.57,11122.96,11154.55,11096.2,203.71,0.0019
2010/4/16,11018.66,11143.66,11153.79,10973.92,373.95,-0.0113
2010/4/19,11092.05,11018.36,11095.3,10977.85,214.85,0.0067
2010/4/20,11117.06,11093.11,11146.08,11081.47,175.17,0.0023
2010/4/21,11124.92,11116.91,11153.72,11071.34,188.88,0.0007
2010/4/22,11134.29,11119.78,11149.86,11016.4,214.7,0.0008
2010/4/23,11204.28,11132.18,11205.64,11105.65,207.38,0.0063
2010/4/26,11205.03,11205.11,11258.01,11187.65,191.92,0.0001
2010/4/27,10991.99,11203.67,11218.86,10973.17,263.4,-0.019
2010/4/28,11045.27,10988.87,11078.52,10965.38,236.76,0.0048
2010/4/29,11167.32,11045.64,11197.32,11041.64,194.31,0.0111
2010/4/30,11008.61,11168.23,11197.93,10999.69,255.13,-0.0142
2010/5/3,11151.83,11009.6,11177.67,11009.6,178.08,0.013
2010/5/4,10926.77,11149.48,11149.48,10869.25,242.1,-0.0202
2010/5/5,10868.12,10918.4,10946.79,10814.84,218.83,-0.0054
2010/5/6,10520.32,10862.22,10879.76,9869.62,459.88,-0.032
2010/5/7,10380.43,10519.42,10579.12,10241.23,428.73,-0.0133
2010/5/10,10785.14,10386.18,10835.17,10386.03,313.35,0.039
2010/5/11,10748.26,10780,10874.54,10685.38,223.95,-0.0034
2010/5/12,10896.91,10742.15,10909.08,10742.15,196.63,0.0138
2010/5/13,10782.95,10896.61,10920.27,10771.69,201.48,-0.0105
2010/5/14,10620.16,10780.68,10780.75,10537.25,256.5,-0.0151
2010/5/17,10625.83,10616.98,10660.97,10436.06,221.91,0.0005
2010/5/18,10510.95,10625.45,10718.86,10482.2,246.37,-0.0108
2010/5/19,10444.37,10505.7,10522.52,10324.66,266.34,-0.0063
2010/5/20,10068.01,10440.21,10440.21,10065.36,360.35,-0.036
2010/5/21,10193.39,10063.93,10198.53,9918.82,438.22,0.0125
2010/5/24,10066.57,10193.46,10196.41,10052.67,211.43,-0.0124
2010/5/25,10043.75,10061.43,10061.66,9774.48,316.96,-0.0023
2010/5/26,9974.45,10045.11,10179.03,9952.68,316.08,-0.0069
2010/5/27,10258.99,9971.73,10264.2,9971.73,264.77,0.0285
2010/5/28,10136.63,10258,10258,10095.9,243.72,-0.0119
2010/6/1,10024.02,10133.94,10218.33,10013.9,221.9,-0.0111
2010/6/2,10249.54,10025.61,10254.22,10025.61,200.85,0.0225
