,Date,Open,High,Low,Close,oQHLp1,oQHLp2,oQHLp3,oQHLp4,oQHLp5,oQHLp6,oQHLp7,oQHLp8,oQHLp9,oQHLp10,oQHLp11,oQHLp12,oQHLp13,oQHLp14,oQHLp15,oQHLp16,oQHLp17,oQHLp18,oQHLp19,oQHLp20,oQHLp21,oQHLn1,oQHLn2,oQHLn3,oQHLn4,oQHLn5,oQHLn6,oQHLn7,oQHLn8,oQHLn9,oQHLn10,oQHLn11,oQHLn12,oQHLn13,oQHLn14,oQHLn15,oQHLn16,oQHLn17,oQHLn18,oQHLn19,oQHLn20,oQHLn21
0,2011/1/18,11783.82,11858.78,11777.99,11837.93,-0.6518888419402963,-0.6545288244679714,-0.6577952044279572,-0.6614583111512535,-0.6654425669322787,-0.6697009111622917,-0.674200601557979,-0.6789172755414891,-0.6838319581624248,-0.6889293708461638,-0.6941968954625105,-0.6996239006771854,-0.7052012830526027,-0.7109211425826626,-0.7167765461665463,-0.7227613507308814,-0.7288700680614548,-0.735097759567163,-0.7414399530106387,-0.7478925756775966,-0.754451900061195,-0.6496343167286629,-0.6470140757531246,-0.6438012310916823,-0.6402359079589608,-0.6364025739580043,-0.6323559597402094,-0.6281355451749845,-0.6237716695000258,-0.6192886386224374,-0.6147065001696492,-0.6100421439291698,-0.6053100272975473,-0.6005226771337774,-0.595691050737997,-0.5908248040227086,-0.5859324962363808,-0.5810217499303554,-0.5760993784912102,-0.5711714896092835,-0.5662435705197888,-0.5613205591802124
1,2011/1/19,11834.21,11861.24,11798.46,11825.29,-0.5398405073228192,-0.5420267228481864,-0.5447316690004468,-0.5477651514972419,-0.5510645831238525,-0.5545909921702832,-0.5583172641812804,-0.5622232240816764,-0.5662931583844629,-0.5705144146358092,-0.5748765435422656,-0.5793707411106939,-0.5839894686258281,-0.5887261839549817,-0.5935751456765771,-0.5985312666045289,-0.6035900018530308,-0.608747261688749,-0.6139993425740036,-0.6193428718231395,-0.6247747626227997,-0.5379734957163654,-0.5358036285142632,-0.5331430158754273,-0.5301905096735887,-0.5270160590024362,-0.5236649872679178,-0.5201699884377149,-0.516556186963139,-0.5128437109893244,-0.5090491623058188,-0.5051865276399145,-0.5012677794135723,-0.49730329133697126,-0.49330213734125483,-0.48927231365579293,-0.4852209083433632,-0.481154233771533,-0.47707793222443146,-0.4729970615868367,-0.4689161659338286,-0.4648393344740315
2,2011/1/20,11823.7,11845.16,11744.77,11822.8,0.26347680433617376,0.2645438177825535,0.2658640050571864,0.2673445391472067,0.26895487347616664,0.2706759873491204,0.27249464717221106,0.2744010062143015,0.27638739528553724,0.27844763917665327,0.280576637962008,0.2827700947280761,0.28502433009811556,0.28733615109162475,0.289702755526498,0.29212166052952604,0.2945906479048306,0.29710772160014287,0.29967107405145216,0.3022790591717634,0.30493017039810516,0.26256558288269943,0.26150654846699956,0.2602079987914049,0.2587669863288518,0.25721765072507147,0.25558211271016623,0.2538763290380457,0.2521125620529624,0.25030063558118587,0.24844865236120442,0.24656343881334078,0.24465083824767542,0.2427159137003645,0.24076309383199943,0.23879628131555966,0.23681893558045855,0.23483413746707751,0.2328446407720867,0.2308529140677773,0.2288611751543412,0.22687141982795514
3,2011/1/21,11822.95,11905.48,11822.8,11871.84,0.032771974205899314,0.032904692291767276,0.03306890083915812,0.03325305376727393,0.03345335160838564,0.03366742851580816,0.033893638458508034,0.034130756672811485,0.034377829243656684,0.03463408808142279,0.034898898843242314,0.03517172706711748,0.03545211510198486,0.03573966579609178,0.03603403060627171,0.036334900705882495,0.036642000189581005,0.03695508078286114,0.03727391765590803,0.037598306063865036,0.0379280586162597,0.032658633959328616,0.03252690832738193,0.03236539112445059,0.03218615400575184,0.031993443354917515,0.03179001060958615,0.03157784051497604,0.03135845829540647,0.031133085865580414,0.030902731066538788,0.030668242987336294,0.030430348435054575,0.03018967716414479,0.029946780023669486,0.02970214243889613,0.029456194703230576,0.02920932002012698,0.028961860914437462,0.028714124434016417,0.028466386434990398,0.02821889516001207
4,2011/1/24,11873.43,11982.94,11867.98,11980.52,0.6864172169893383,0.6891970305755835,0.6926364197743459,0.6964935490282476,0.7006888375330251,0.7051727320366464,0.7099107560063899,0.7148772564600109,0.7200522534073548,0.7254196590187223,0.7309661868236985,0.7366806423817289,0.7425534400765389,0.7485762614650867,0.7547418062233554,0.7610436058998903,0.7674758815880983,0.7740334331161974,0.7807115513673415,0.7875059479091697,0.7944126978012507,0.6840432771059748,0.6812842507159586,0.6779012324017284,0.6741470660086573,0.6701106931066523,0.6658497432469481,0.6614057874157969,0.6568107718190015,0.6520902897663982,0.6472654507412952,0.642354039126844,0.637371278079609,0.6323303579644747,0.6272428164531759,0.6221188208996552,0.6169673839071902,0.6117965317682126,0.6066134387516346,0.6014245360517559,0.5962356015443152,0.591051834733917
5,2011/1/25,11980.52,11985.97,11898.74,11977.19,0.2913070277408461,0.2924867464504589,0.2939463809408785,0.29558329917479836,0.2973637280372945,0.2992666377374364,0.30127739685860844,0.30338511859053635,0.3055813236710423,0.30785918462299344,0.31021306283169614,0.31263820751420907,0.31513055065283546,0.31768656200261935,0.3203031433958019,0.3229775497011118,0.3257073284216399,0.32849027266841524,0.3313243839501444,0.3342078423088578,0.3371389820480913,0.2902995568407261,0.2891286599616249,0.2876929485815496,0.28609972651989035,0.28438673948542464,0.2825784447511705,0.2806924845325993,0.2787424164066914,0.2767391018594847,0.2746914994961649,0.27260715679029146,0.2704925342623495,0.2683532297410271,0.2661941396723588,0.26401957895635536,0.2618333724310425,0.2596389263562489,0.25743928540349714,0.2552371788925796,0.25303505888292377,0.2508351319803586
6,2011/1/26,11978.85,12020.52,11961.83,11985.44,0.6242024204168313,0.626730280041991,0.6298579333255716,0.6333654639593544,0.6371805041043479,0.6412579918665723,0.6455665755627659,0.6500829273200086,0.6547888780744927,0.6596697981491221,0.6647136053192868,0.6699101197749294,0.6752506247112672,0.6807275556439715,0.686334273928486,0.6920648973943834,0.6979141709178215,0.7038773656549826,0.709950199309239,0.7161287721388696,0.7224095149482644,0.6220436473201731,0.6195346908021597,0.6164582991153095,0.6130443990976486,0.6093738709221068,0.6054991207703438,0.601457951759175,0.5972794145861814,0.5929867828604026,0.5885992527649306,0.5841329967597998,0.5796018582203493,0.5750178319763752,0.5703914099596717,0.5657318379857329,0.5610473117825222,0.556345130163413,0.5516318171431136,0.5469132210117726,0.5421945959558115,0.5374806702123417
7,2011/1/27,11985.36,12019.53,11971.93,11989.83,0.39610880457489567,0.3977129435873437,0.39969770199705407,0.4019235244561047,0.4043444874991981,0.4069319955740385,0.4096661534072786,0.41253215750640804,0.4155184780761076,0.41861583135887115,0.4218165501695193,0.42511417456451317,0.42850317299990276,0.4319787451757429,0.43553667831509885,0.43917323968733707,0.4428850944754897,0.44666924183141765,0.45052296427863814,0.45444378710385175,0.45842944535299857,0.39473888193009926,0.39314673852505283,0.3911945098991711,0.3890281039213942,0.386698845847064,0.38423999179517443,0.3816755310149194,0.3790238986111857,0.3762998636414991,0.37351560769453684,0.37068139355301455,0.367806006000005,0.36489705676134626,0.361961203848005,0.35900431450561016,0.35603158961115294,0.3530476608740686,0.3500566683290359,0.3470623232068093,0.3440679597294845,0.34107657836019445
8,2011/1/28,11990.36,12012.42,11803.04,11823.7,0.1621453596854688,0.16280200678382864,0.16361445872257466,0.16452558914696924,0.1655165994927981,0.16657578429919065,0.16769499952537917,0.1688681854282073,0.1700906223377572,0.17135850998959987,0.17266870985592592,0.1740185775878681,0.17540584887276034,0.17682855872938472,0.1782849826764284,0.1797735927373753,0.18129302381988094,0.18284204754024042,0.18441955151166345,0.18602452272137826,0.18765603402061543,0.16158458800502065,0.16093285125466197,0.16013371523679037,0.15924690668208438,0.15829343535324614,0.15728691449318702,0.15623716399329604,0.1551517301809412,0.15403665870347263,0.1528969360394912,0.1517367632129973,0.1505597362354773,0.1493689709327083,0.14816719273156928,0.14695680336270056,0.1457399317817343,0.1445184739581204,0.14329412459645613,0.1420684028723785,0.14084267363472391,0.13961816510959663
9,2011/1/31,11824.39,11891.93,11817.88,11891.93,0.46869532673027475,0.47059342253091474,0.47294188583336066,0.47557558791884674,0.4784401898953223,0.481501856105585,0.4847370454883555,0.48812824182667824,0.49166180250235875,0.4953267425190846,0.4991139896880498,0.5030159002878509,0.5070259291249227,0.5111383962493994,0.5153483168974006,0.5196512743193268,0.5240433225965057,0.5285209109785302,0.5330808240142079,0.5377201335016282,0.5424361594362799,0.4670743672005135,0.4651904651897249,0.4628804927198077,0.46031709512334607,0.4575610029547841,0.45465156648197136,0.45161717095880566,0.4484796297037701,0.4452564181886608,0.44196195026547824,0.43860836936108516,0.4352060700608202,0.4317640589312817,0.42829021405694917,0.42479147785004673,0.42127400424280864,0.4177432737005563,0.41420418491497285,0.4106611291959479,0.40711805175827237,0.4035785028967949
