Date,Open,High,Low,Close,QPLp1,QPLp2,QPLp3,QPLp4,QPLp5,QPLp6,QPLp7,QPLp8,QPLp9,QPLp10,QPLp11,QPLp12,QPLp13,QPLp14,QPLp15,QPLp16,QPLp17,QPLp18,QPLp19,QPLp20,QPLp21,QPLn1,QPLn2,QPLn3,QPLn4,QPLn5,QPLn6,QPLn7,QPLn8,QPLn9,QPLn10,QPLn11,QPLn12,QPLn13,QPLn14,QPLn15,QPLn16,QPLn17,QPLn18,QPLn19,QPLn20,QPLn21,vol,log_returns,volatility_increments,log_volumes,hurst,hurstp,hurstm
2011/9/12,10990.01,11062.03,10824.76,11061.12,11009.98119,11056.89953,11115.15484,11180.55701,11251.73717,11327.84513,11408.2902,11492.6333,11580.53266,11671.71324,11765.94799,11863.04565,11962.8425,12065.19651,12169.98304,12277.09168,12386.4238,12497.89066,12611.41191,12726.91438,12844.33112,10970.07504,10923.52513,10866.27416,10802.71043,10734.37087,10662.25027,10587.06587,10509.36863,10429.59969,10348.12262,10265.24339,10181.22356,10096.28939,10010.63842,9924.444378,9837.860865,9751.024326,9664.056366,9577.065651,9490.149472,9403.395058,197.16,0.006256695,-0.026149796,-0.146075383,0.324734892,-0.327955293,0.803005468
2011/9/13,11054.99,11140.85,10987.18,11105.85,11075.07927,11122.27502,11180.87477,11246.66364,11318.26467,11394.82263,11475.74334,11560.58513,11649.00421,11740.72391,11835.51583,11933.18759,12033.57451,12136.53371,12241.9398,12349.68174,12459.6603,12571.78622,12685.97868,12802.16408,12920.27506,11034.93717,10988.11202,10930.52255,10866.58299,10797.83937,10725.29234,10649.6634,10571.50676,10491.26618,10409.30737,10325.9381,10241.42149,10155.98514,10069.82775,9983.12407,9896.028619,9808.678646,9721.196476,9633.691416,9546.261333,9458.993971,189.98,0.00403574,-0.08423949,-0.037096778,0.026006728,-1.183495682,1.500428211
2011/9/14,11106.83,11386.78,10993.84,11246.73,11127.01347,11174.43054,11233.30508,11299.40246,11371.33924,11448.2562,11529.55638,11614.79601,11703.62971,11795.77951,11891.01594,11989.14571,12090.00337,12193.44537,12299.34575,12407.59292,12518.0872,12630.73891,12745.46685,12862.19707,12980.86191,11086.68314,11039.63841,10981.77889,10917.5395,10848.47352,10775.5863,10699.60271,10621.07957,10540.46272,10458.11958,10374.35937,10289.44644,10203.60945,10117.04804,10029.93778,9942.433918,9854.674337,9766.781938,9678.866542,9591.026474,9503.34989,192.6,0.012605423,-0.097409426,0.013696696,-0.04756895,-1.24988399,1.752818948
2011/9/15,11247.72,11433.4,11247.49,11433.18,11268.1595,11316.17805,11375.79942,11442.73524,11515.58454,11593.47719,11675.80865,11762.12955,11852.09011,11945.40883,12041.85333,12141.22788,12243.36492,12348.11907,12455.3628,12564.98308,12676.87898,12790.95968,12907.14294,13025.35388,13145.52399,11227.31757,11179.67609,11121.08262,11056.02835,10986.08627,10912.27448,10835.32704,10755.80784,10674.16836,10590.78069,10505.95799,10419.96794,10333.04211,10245.38267,10157.16742,10068.55357,9979.680758,9890.673445,9801.642843,9712.688525,9623.899765,172.08,0.016442235,-0.032033824,-0.112656014,0.252102343,-0.244397937,1.110452875
2011/9/16,11433.71,11532.47,11407.41,11509.09,11454.48749,11503.30006,11563.90731,11631.94997,11706.00389,11785.18456,11868.87744,11956.62572,12048.07385,12142.93567,12240.97495,12341.99274,12445.8187,12552.30505,12661.32213,12772.75507,12886.50126,13002.46837,13120.57282,13240.73847,13362.89568,11412.9702,11364.54093,11304.97857,11238.84858,11167.74995,11092.71762,11014.49779,10933.66368,10850.67422,10765.90768,10679.68237,10592.2704,10503.90718,10414.79823,10325.12427,10235.04511,10144.70272,10054.2236,9963.720807,9873.295558,9783.038606,425.9,0.006617504,-0.136688764,0.906245092,0.480726033,0.078365783,1.015656358
2011/9/19,11506.67,11506.82,11255.25,11401.01,11527.58007,11576.70412,11637.69812,11706.17496,11780.70143,11860.38736,11944.6143,12032.92252,12124.95418,12220.42133,12319.08622,12420.74861,12525.23709,12632.40295,12742.11568,12854.25969,12968.73171,13085.43882,13204.29691,13325.22936,13448.16607,11485.79786,11437.05955,11377.11712,11310.56514,11239.01282,11163.5017,11084.78274,11003.43282,10919.9138,10834.60635,10747.83082,10659.86106,10570.93399,10481.25642,10391.01024,10300.35628,10209.4374,10118.38092,10027.30061,9936.29835,9845.465455,157.58,-0.00943521,-0.106633358,-0.994271311,0.577345719,-0.131211113,1.625074392
2011/9/20,11401.47,11550.22,11373.92,11408.66,11422.1889,11470.86384,11531.30019,11599.15098,11672.9961,11751.95349,11835.41039,11922.91124,12014.10151,12108.69584,12206.45868,12307.19163,12410.72482,12516.91091,12625.62059,12736.73932,12850.16478,12965.80489,13083.57631,13203.40314,13325.2159,11380.78868,11332.49597,11273.10156,11207.15804,11136.25988,11061.43912,10983.43986,10902.83367,10820.07823,10735.5507,10649.56852,10562.40303,10474.28897,10385.43128,10296.01018,10206.18503,10116.09738,10025.87338,9935.625783,9845.455509,9755.453057,157.06,0.000670768,-0.021255385,-0.003305368,0.528928783,0.322530141,1.3105754
2011/9/21,11408.58,11447.86,11117.28,11124.84,11429.31182,11478.01711,11538.49115,11606.38426,11680.27542,11759.28206,11842.79099,11930.34641,12021.59355,12116.24687,12214.07068,12314.86644,12418.4642,12524.7165,12633.49398,12744.682,12858.17819,12973.89042,13091.73528,13211.63683,13333.52555,11387.88579,11339.56296,11280.13151,11214.14686,11143.2045,11068.33708,10990.28917,10909.63272,10826.82567,10742.24543,10656.20963,10568.98979,10480.82078,10391.90768,10302.43081,10212.54964,10122.40581,10032.12556,9941.821677,9851.595173,9761.536594,221.86,-0.02519227,-0.040591251,0.345418654,0.566841836,0.603091451,0.621970873
2011/9/22,11121.89,11122.12,10597.14,10733.83,11142.10084,11189.5822,11248.53657,11314.72357,11386.7579,11463.77915,11545.18956,11630.54477,11719.49892,11811.77367,11907.13923,12005.40206,12106.39648,12209.97874,12316.02271,12424.41665,12535.06075,12647.86521,12762.74871,12879.63722,12998.46296,11101.71582,11054.60731,10996.66933,10932.34284,10863.18321,10790.19716,10714.11054,10635.48093,10554.75477,10472.29998,10388.4262,10303.39813,10217.44475,10130.76598,10043.5376,9955.915088,9868.036511,9780.024937,9691.990334,9604.031162,9516.235696,306.17,-0.03578001,0.501750028,0.322093951,0.492213701,-0.074978885,1.31879047
2011/9/23,10732.77,10808.49,10638.73,10771.48,10752.27373,10798.09386,10854.98561,10918.85693,10988.371,11062.69752,11141.25964,11223.62854,11309.47047,11398.51681,11490.54583,11585.37075,11682.83169,11782.78993,11885.12375,11989.72533,12096.49835,12205.35613,12316.22022,12429.01916,12543.68756,10713.30165,10667.84132,10611.93041,10549.8545,10483.11455,10412.68205,10339.25746,10263.37886,10185.47705,10105.90709,10024.96779,9942.91459,9859.968449,9776.322293,9692.145766,9607.588888,9522.784907,9437.852581,9352.898032,9268.016276,9183.292497,223.14,0.003501464,0.007461443,-0.316341126,0.439356041,0.621812624,0.584210675
2011/9/26,10771.78,11057.49,10771.78,11043.86,10791.35462,10837.34129,10894.43982,10958.54329,11028.31002,11102.9067,11181.75436,11264.42264,11350.57658,11439.94658,11532.31009,11627.47967,11725.29484,11825.6164,11928.32217,12033.30394,12140.46504,12249.71849,12360.98553,12474.19445,12589.27964,10752.24089,10706.61532,10650.5012,10588.19966,10521.21713,10450.52864,10376.83718,10300.68278,10222.49782,10142.63866,10061.40517,9979.053732,9895.80611,9811.855928,9727.373448,9642.509234,9557.397019,9472.155993,9386.892663,9301.70239,9216.670669,225.62,0.024972717,0.011114839,0.011052791,0.359742311,-0.508526771,1.302706769
2011/9/27,11045.23,11369.3,11045.23,11190.69,11065.30153,11112.45562,11171.00364,11236.73442,11308.27224,11384.7626,11465.61188,11550.37876,11638.71978,11730.3585,11825.06674,11922.65227,12022.95056,12125.81885,12231.13189,12338.77871,12448.66017,12560.6871,12674.77875,12790.86157,12908.86828,11025.19487,10978.41107,10920.87244,10856.98933,10788.3064,10715.82342,10640.26125,10562.17361,10482.00387,10400.11742,10316.82175,10232.37976,10147.01883,10060.93751,9974.310376,9887.291819,9800.018964,9712.614028,9625.186223,9537.833328,9450.643011,212.7,0.013207565,0.125160642,-0.058969446,0.322608441,0.536686371,0.738965313
2011/9/28,11189.1,11317.08,10996.98,11010.9,11209.43298,11257.20127,11316.5119,11383.09887,11455.5685,11533.0552,11614.95757,11700.82859,11790.3203,11883.15267,11979.09452,12077.95116,12179.55589,12283.7641,12390.4489,12499.49787,12610.8106,12724.29674,12839.87448,12957.46935,13077.01316,11168.80391,11121.41072,11063.12262,10998.4074,10928.82983,10855.40273,10778.85632,10699.75155,10618.53755,10535.58448,10451.20385,10365.66195,10279.18915,10191.98658,10104.23108,10016.07906,9927.669427,9839.125996,9750.559397,9662.068684,9573.742666,172.41,-0.016196491,0.063257811,-0.210007361,0.255486751,0.419312569,0.176220299
2011/9/29,11012.79,11271.14,10965.45,11153.98,11032.80258,11079.81818,11138.19424,11203.73197,11275.05968,11351.32539,11431.93721,11516.45513,11604.53669,11695.90627,11790.33634,11887.63527,11987.63898,12090.20515,12195.20888,12302.53954,12412.09828,12523.79618,12637.55274,12753.29462,12870.95474,10992.81372,10946.16732,10888.79768,10825.1022,10756.62099,10684.35089,10609.01065,10531.15236,10451.21807,10369.57212,10286.5211,10202.32711,10117.21689,10031.38839,9945.015683,9858.2527,9771.236167,9684.087941,9596.916912,9509.820574,9422.886336,191.34,0.012910694,-0.270275244,0.104176589,0.3290953,0.069208786,0.816753896
2011/9/30,11152.32,11152.39,10909.52,10913.38,11172.58614,11220.19741,11279.31309,11345.68117,11417.91259,11495.14457,11576.77773,11662.36647,11751.56401,11844.09123,11939.71771,12038.24939,12139.52014,12243.3858,12349.71991,12458.41042,12569.35725,12682.47035,12797.66818,12914.87649,13034.02735,11132.09062,11084.85322,11026.75672,10962.25423,10892.90537,10819.71963,10743.42484,10664.5801,10583.63306,10500.95267,10416.84941,10331.5887,10245.40015,10158.48422,10071.01718,9983.154927,9895.035911,9806.783533,9718.508063,9630.308231,9542.272552,213.2,-0.021806826,0.074997985,0.108178742,0.511365271,0.762726751,0.344983706
2011/10/3,10912.1,10979.19,10653.34,10655.3,10931.92961,10978.51534,11036.35767,11101.29619,11171.97175,11247.54016,11327.41494,11411.16012,11498.43635,11588.97053,11682.53723,11778.94655,11878.03593,11979.66434,12083.70802,12190.05735,12298.61439,12409.29104,12522.00752,12636.69118,12753.27553,10892.30636,10846.08645,10789.24134,10726.12823,10658.27314,10586.66381,10512.01241,10434.86597,10355.66253,10274.76306,10192.47138,10109.04718,10024.71512,9939.671352,9854.088349,9768.118641,9681.8977,9595.546271,9509.172247,9422.872232,9336.732834,242.87,-0.023932138,0.163665599,0.130295628,0.372063919,1.369056193,-0.158171884
2011/10/4,10651.44,10825.44,10404.49,10808.71,10670.79593,10716.26886,10772.72949,10836.11681,10905.10413,10978.86742,11056.83421,11138.57895,11223.77039,11312.14196,11403.47361,11497.57998,11594.30238,11693.50317,11795.06153,11898.87047,12004.83438,12112.86728,12222.89127,12334.83545,12448.63492,10632.11918,10587.00333,10531.5161,10469.91058,10403.67637,10333.77759,10260.9094,10185.60578,10108.29429,10029.32729,9949.001326,9867.569899,9785.252301,9702.239992,9618.701332,9534.785203,9450.623843,9366.335112,9282.024325,9197.785779,9113.704014,267.44,0.01429487,0.003929192,0.096368921,0.144036107,1.546771353,-0.597565684
2011/10/5,10800.47,10950.89,10738.1,10939.95,10820.09675,10866.20591,10923.45652,10987.73073,11057.68328,11132.47863,11211.5363,11294.42477,11380.80817,11470.4162,11563.02572,11658.44877,11756.52448,11857.11323,11960.09255,12065.35394,12172.80045,12282.34489,12393.90828,12507.41874,12622.81044,10780.87885,10735.13176,10678.86818,10616.40071,10549.23977,10478.363,10404.47527,10328.11804,10249.72484,10169.65298,10088.20313,10005.63235,9922.163005,9837.989227,9753.281733,9668.191488,9582.852582,9497.384521,9411.894097,9326.476925,9241.218727,226.44,0.012068936,-0.013371628,-0.166415233,-0.065690049,-0.805619343,0.53869874
2011/10/6,10939.87,11132.6,10858.67,11123.33,10959.75007,11006.45436,11064.44389,11129.54767,11200.40309,11276.16382,11356.24187,11440.20017,11527.6985,11618.46309,11712.2679,11808.92257,11908.26412,12010.15116,12114.45962,12221.0796,12329.91291,12440.87122,12553.87455,12668.85006,12785.73111,10920.02599,10873.68845,10816.69868,10753.42495,10685.39718,10613.60562,10538.76423,10461.42147,10382.01646,10300.91112,10218.41001,10134.77351,10050.22683,9964.966636,9879.165835,9792.977344,9706.536981,9619.965798,9533.371963,9446.852323,9360.493711,190.04,0.016623478,-0.002784207,-0.175245433,0.04467275,0.477688525,-0.197677384
2011/10/7,11123.41,11232.05,11051.13,11103.12,11143.6236,11191.11145,11250.07388,11316.26992,11388.3141,11465.34587,11546.76741,11632.13429,11721.1006,11813.38796,11908.76655,12007.04281,12108.05103,12211.64744,12317.70591,12426.11466,12536.77389,12649.59376,12764.49297,12881.39744,13000.23942,11103.23306,11056.11811,10998.17222,10933.83693,10864.66785,10791.67183,10715.57481,10636.93446,10556.19726,10473.7312,10389.84596,10304.80627,10218.84114,10132.15052,10044.91023,9957.275737,9869.38515,9781.361548,9693.314913,9605.34372,9517.536255,188.08,-0.001818555,-0.090448806,-0.010367172,0.085531955,0.582815436,-0.94547776
2011/10/10,11104.56,11433.33,11104.56,11433.18,11124.73935,11172.14672,11231.00924,11297.0931,11369.01518,11445.91642,11527.19998,11612.42219,11701.23774,11793.3687,11888.58567,11986.69539,12087.53243,12190.95329,12296.83202,12405.05707,12515.52877,12628.15746,12742.86195,12859.56831,12978.2089,11084.41725,11037.38215,10979.53445,10915.30819,10846.25632,10773.384,10697.41594,10618.90885,10538.30847,10455.98216,10372.23907,10287.34349,10201.52405,10114.98033,10027.88788,9940.401896,9852.660251,9764.785816,9676.888387,9589.066272,9501.407608,144.27,0.029293504,-0.230819955,-0.26518086,0.235619714,0.366052925,-0.750280596
2011/10/11,11432.8,11447.86,11365.67,11416.3,11453.57583,11502.38452,11562.98695,11631.02419,11705.07222,11784.24658,11867.93281,11955.6741,12047.11495,12141.96922,12240.0007,12341.01045,12444.82814,12551.30602,12660.31443,12771.7385,12885.47563,13001.43351,13119.52856,13239.68465,13361.83214,11412.06185,11363.63643,11304.07882,11237.95409,11166.86112,11091.83476,11013.62116,10932.79347,10849.81063,10765.05083,10678.83238,10591.42737,10503.07118,10413.96932,10324.3025,10234.23051,10143.89531,10053.42339,9962.927802,9872.50975,9782.259981,133.36,-0.001477496,-0.234291659,-0.078634306,0.267049264,-0.310575801,0.655749231
2011/10/12,11417.36,11625.3,11417.28,11518.85,11438.10777,11486.85055,11547.37113,11615.31649,11689.26452,11768.33196,11851.90516,11939.52796,12030.84532,12125.57149,12223.47058,12324.34391,12428.0214,12534.35548,12643.21667,12754.49026,12868.07379,12983.87507,13101.81063,13221.80446,13343.78698,11396.64986,11348.28984,11288.81265,11222.77723,11151.78027,11076.85523,10998.74726,10918.02873,10835.15796,10750.51263,10664.41061,10577.12364,10488.88678,10399.90525,10310.35952,10220.40918,10130.19598,10039.84624,9949.472865,9859.176923,9769.049036,188.13,0.008942665,-0.19184955,0.344080975,0.322538175,0.363924834,0.547514607
2011/10/13,11518.09,11518.09,11377.82,11478.13,11539.02082,11588.19363,11649.24816,11717.79297,11792.3934,11872.15842,11956.46895,12044.86481,12136.98781,12232.5497,12331.31251,12433.0758,12537.66799,12644.9402,12754.76182,12867.01713,12981.60276,13098.4257,13217.40175,13338.45422,13461.51294,11497.19714,11448.41047,11388.40854,11321.79051,11250.16718,11174.58112,11095.78403,11014.35337,10930.75146,10845.35934,10758.49769,10670.44063,10581.4253,10491.65873,10401.32298,10310.57905,10219.56993,10128.42309,10037.25239,9946.159806,9855.236763,143.99,-0.003541338,-0.342616257,-0.267389361,0.410158757,0.475809721,0.777615614
2011/10/14,11478.97,11646.83,11478.66,11644.49,11499.82973,11548.83553,11609.6827,11677.9947,11752.34176,11831.83586,11915.86004,12003.95567,12095.76579,12191.00312,12289.43049,12390.84815,12495.0851,12601.99297,12711.4416,12823.31564,12937.51209,13053.93825,13172.51021,13293.15154,13415.79231,11458.14811,11409.52713,11349.72899,11283.33723,11211.95715,11136.62781,11058.09835,10976.94426,10893.6263,10808.5242,10721.95757,10634.19959,10545.48658,10456.02489,10365.99596,10275.56023,10184.86022,10094.02294,10003.1619,9912.378704,9821.764472,133.57,0.014389621,0.056997048,-0.075118168,0.331366791,-0.2480083,1.011582118
2011/10/17,11643.35,11643.35,11378.35,11397,11664.50845,11714.21601,11775.93451,11845.22475,11920.63647,12001.26893,12086.49635,12175.85352,12268.97837,12365.5795,12465.41636,12568.28634,12674.01597,12782.45478,12893.47071,13006.9468,13122.77856,13240.87196,13361.14188,13483.5108,13607.9078,11622.22993,11572.9127,11512.25825,11444.91574,11372.5135,11296.10543,11216.45143,11134.1352,11049.62411,10963.30335,10875.49708,10786.48239,10696.49901,10605.75622,10514.43806,10422.70729,10330.70844,10238.57036,10146.40818,10054.32496,9962.413123,140.36,-0.021482944,0.42290818,0.049584866,0.231295542,-1.050317732,1.715150614
2011/10/18,11396.17,11652.74,11296.12,11577.05,11416.87927,11465.53158,11525.93984,11593.75909,11667.56988,11746.49057,11829.90867,11917.36885,12008.51672,12103.06709,12200.78448,12301.4706,12404.95567,12511.0924,12619.75154,12730.81862,12844.19135,12959.77771,13077.49438,13197.2655,13319.02164,11375.4983,11327.22803,11267.86123,11201.94836,11131.08317,11056.29719,10978.33418,10897.76547,10815.04849,10730.56026,10644.61805,10557.49308,10469.41998,10380.60359,10291.22406,10201.44066,10111.39488,10021.21283,9931.007184,9840.878826,9750.918212,201.41,0.015674527,0.251798344,0.361132081,0.110402771,-0.439746083,0.889996106
2011/10/19,11577.54,11633.7,11469.17,11504.62,11598.57886,11648.00547,11709.37513,11778.27372,11853.2592,11933.43592,12018.18162,12107.03373,12199.63222,12295.68735,12394.95992,12497.24845,12602.38049,12710.20638,12820.59484,12933.42955,13048.6066,13166.03252,13285.62265,13407.29993,13530.99382,11556.53931,11507.50082,11447.1892,11380.22733,11308.23431,11232.25811,11153.05433,11071.20336,10987.16994,10901.33708,10814.0271,10725.51554,10636.04075,10545.81086,10455.00885,10363.79655,10272.31769,10180.70039,10089.05912,9997.496373,9906.104036,169.58,-0.006275996,0.054345127,-0.17201784,0.143985502,-0.088790392,0.867884674
2011/10/20,11502.13,11581.25,11391.14,11541.78,11523.03182,11572.13649,11633.10642,11701.55625,11776.05331,11855.7078,11939.90151,12028.17488,12120.17024,12215.59972,12314.22568,12415.84796,12520.29522,12627.41879,12737.08823,12849.188,12963.61485,13080.27591,13199.0871,13319.97184,13442.86005,11481.2661,11432.54702,11372.62823,11306.10252,11234.57843,11159.0971,11080.4092,10999.09137,10915.6053,10830.33151,10743.59022,10655.65518,10566.76318,10477.121,10386.91042,10296.29223,10205.40922,10114.38867,10023.3443,9932.377946,9841.58089,166.1,0.003224801,-0.006959943,-0.020734775,0.238250418,-0.207902832,0.912584256
2011/10/21,11543.22,11812.46,11542.84,11808.79,11564.19649,11613.47658,11674.66432,11743.35867,11818.12187,11898.06092,11982.5554,12071.14412,12163.46811,12259.2385,12358.21679,12460.20211,12565.02249,12672.52875,12782.58998,12895.0902,13009.92583,13127.00365,13246.23928,13367.55586,13490.88308,11522.28156,11473.38844,11413.2556,11346.49223,11274.71263,11198.96165,11119.99265,11038.38432,10954.60001,10869.02159,10781.97043,10693.72124,10604.5117,10514.54927,10424.01643,10333.07452,10241.86684,10150.52113,10059.15152,9967.860192,9876.738774,264,0.022870674,0.013785293,0.463359087,0.472929228,0.314256095,0.957472112
2011/10/24,11807.96,11940.75,11805.77,11913.62,11829.41758,11879.82789,11942.41895,12012.68879,12089.16666,12170.93908,12257.37141,12347.99188,12442.4333,12540.40015,12641.64848,12745.97279,12853.1972,12963.16908,13075.75452,13190.8349,13308.30425,13428.06722,13550.03748,13674.13642,13800.29209,11786.54134,11736.52688,11675.01491,11606.72034,11533.2945,11455.8062,11375.02607,11291.54608,11205.84021,11118.29907,11029.25142,10938.97827,10847.72273,10755.69705,10663.08786,10570.06023,10476.76073,10383.32003,10289.85489,10196.46983,10103.25857,161.87,0.008838114,-0.068280566,-0.489155559,0.541380348,-0.082266152,1.390040916
2011/10/25,11912.63,11912.86,11682.52,11706.62,11934.27778,11985.13496,12048.28085,12119.17358,12196.32938,12278.82666,12366.02515,12457.44892,12552.7275,12651.56277,12753.70859,12858.95768,12967.13256,13078.07927,13191.66271,13307.7632,13426.27384,13547.09843,13670.14988,13795.34887,13922.62284,11891.02148,11840.56367,11778.50644,11709.60648,11635.52977,11557.35458,11475.85839,11391.6384,11305.1728,11216.85567,11127.01866,11035.9453,10943.88084,10851.03941,10757.6093,10663.75704,10569.6305,10475.36151,10381.06786,10286.855,10192.81748,161.45,-0.01752779,-0.142942776,-0.002598047,0.545800135,0.301839539,0.787598204
2011/10/26,11707.76,11891.21,11694.36,11869.04,11729.03549,11779.01804,11841.07796,11910.7515,11986.58039,12067.65891,12153.35779,12243.20928,12336.84929,12433.98481,12534.37396,12637.813,12744.12752,12853.1662,12964.79627,13078.9001,13195.37263,13314.11931,13435.05455,13558.10041,13683.18556,11686.5231,11636.93304,11575.94306,11508.22802,11435.42526,11358.59451,11278.49986,11195.72827,11110.74967,11023.9514,10935.65938,10846.15227,10755.67111,10664.42634,10572.60302,10480.3648,10387.85702,10295.20925,10202.53723,10109.94461,10017.52433,183.73,0.013778835,0.115766868,0.129271791,0.527282242,0.620628438,0.632628696
2011/10/27,11872.07,12284.31,11872.07,12208.55,11893.64408,11944.32809,12007.25898,12077.91034,12154.80344,12237.01983,12323.92144,12415.03393,12509.9881,12608.48686,12710.2849,12815.17563,12922.9822,13033.55116,13146.74787,13262.45307,13380.5602,13500.97341,13623.60589,13748.37861,13875.21924,11850.53505,11800.24904,11738.4031,11669.73774,11595.91324,11518.00422,11436.78551,11352.85227,11266.68106,11178.66463,11089.1335,10998.37023,10906.61923,10814.0939,10720.98191,10627.44919,10533.64313,10439.69511,10345.72251,10251.83042,10158.11308,251.64,0.028203197,0.213254631,0.314532206,0.557573991,-0.079647617,1.647952264
2011/10/28,12207.34,12251.92,12164.24,12231.11,12229.52334,12281.63868,12346.34675,12418.99332,12498.0579,12582.5961,12671.95183,12765.63735,12863.27306,12964.55344,13069.22628,13177.07915,13287.9302,13401.62165,13518.01507,13636.98781,13758.43031,13882.24402,14008.33967,14136.636,14267.05864,12185.1969,12133.4908,12069.89832,11999.29383,11923.38451,11843.27532,11759.76297,11673.45944,11584.85474,11494.3527,11402.2932,11308.96674,11214.62467,11119.48641,11023.74491,10927.57081,10831.11565,10734.51451,10637.8881,10541.34448,10444.98054,163.62,0.00184618,-0.0103259,-0.430452829,0.657569946,0.289227264,1.336416552
2011/10/31,12229.22,12229.29,11954.41,11955.01,12251.4431,12303.65185,12368.4759,12441.25268,12520.45897,12605.1487,12694.66458,12788.51802,12886.32873,12987.79064,13092.65109,13200.69728,13311.74701,13425.64224,13542.24428,13661.43026,13783.09043,13907.12606,14033.44772,14161.974,14292.6304,12207.03721,12155.23843,12091.53197,12020.80093,11944.75555,11864.50279,11780.84075,11694.38253,11605.61902,11514.95477,11422.73026,11329.23653,11234.72537,11139.41658,11043.50348,10947.15699,10850.52895,10753.75467,10656.95507,10560.23841,10463.70175,185.79,-0.022832269,-0.08358332,0.127070338,0.467074717,1.454056776,-0.318698763
2011/11/1,11951.53,11951.76,11630.03,11657.96,11973.24847,12024.27172,12087.62381,12158.74804,12236.15578,12318.92245,12406.40569,12498.12799,12593.7177,12692.87571,12795.35508,12900.94785,13009.47597,13120.78497,13234.73932,13351.21893,13470.11656,13591.33569,13714.78896,13840.39678,13968.08636,11929.85092,11879.22834,11816.96847,11747.84352,11673.52491,11595.09445,11513.33214,11428.83714,11342.08918,11253.48366,11163.35329,11071.98254,10979.61744,10886.47285,10792.73765,10698.57891,10604.14502,10509.5682,10414.96663,10320.44613,10226.10154,218.29,-0.025161229,0.195072586,0.16120745,0.342287589,1.303965341,-0.543131008
2011/11/2,11658.49,11876.83,11658.49,11836.04,11679.67596,11729.44816,11791.24692,11860.62725,11936.13703,12016.87434,12102.21258,12191.68594,12284.93188,12381.65863,12481.62531,12584.62904,12690.49616,12799.07597,12910.23626,13023.85991,13139.84228,13258.08924,13378.51554,13501.04359,13625.60234,11637.34247,11587.96111,11527.22779,11459.79772,11387.30133,11310.79391,11231.03633,11148.61306,11063.99209,10977.55908,10889.63863,10800.50819,10710.4078,10619.54702,10528.11012,10436.26007,10344.1416,10251.88371,10159.60169,10067.39873,9975.367379,154.14,0.015159906,0.051158714,-0.347963174,0.169184991,-0.307061772,0.480296293
2011/11/3,11835.59,12065.93,11835.43,12044.47,11857.09779,11907.62606,11970.36358,12040.79784,12117.45467,12199.41843,12286.05301,12376.88553,12471.54794,12569.74402,12671.22926,12775.79769,12883.273,12993.50221,13106.3511,13221.70076,13339.44498,13459.48818,13581.74384,13706.13317,13832.58405,11814.12123,11763.98973,11702.33383,11633.87945,11560.2818,11482.61218,11401.64303,11317.9677,11232.06128,11144.3153,11055.05928,10964.57489,10873.10582,10780.86481,10688.03892,10594.79361,10501.27579,10407.61645,10313.9326,10220.32903,10126.89966,158.17,0.017456519,-0.045051662,0.025809124,0.311076307,0.34747197,0.511861367
2011/11/4,12043.41,12043.49,11850.31,11983.24,12065.29544,12116.71093,12180.55006,12252.22107,12330.2239,12413.62686,12501.78265,12594.21009,12690.53466,12790.45497,12893.72217,13000.12671,13109.48916,13221.65388,13336.48427,13453.85935,13573.67102,13695.82206,13820.22439,13946.79786,14075.46907,12021.56426,11970.5525,11907.814,11838.15764,11763.26769,11684.23428,11601.8434,11516.69882,11429.28397,11339.99727,11249.17401,11157.10082,11064.02565,10970.16499,10875.70918,10780.82658,10685.6667,10590.3628,10495.03397,10399.78681,10304.71693,126.15,-0.005096627,0.013839793,-0.226198729,0.305833458,0.770860649,-0.080665976
2011/11/7,11983.02,12074.44,11880.69,12068.39,12004.7957,12055.95338,12119.47239,12190.78402,12268.39571,12351.38046,12439.0942,12531.05818,12626.89974,12726.31901,12829.0684,12934.93939,13043.75346,13155.35574,13269.61033,13386.39684,13505.60774,13627.14627,13750.92481,13876.86359,14004.8896,11961.2838,11910.52784,11848.10392,11778.79685,11704.28242,11625.64531,11543.66757,11458.94994,11371.97342,11283.13444,11192.7666,11101.1551,11008.54664,10915.15662,10821.17446,10726.76763,10632.08491,10537.2589,10442.40808,10347.63853,10253.04536,122.11,0.007080631,-0.00224859,-0.032549397,0.162487398,0.734906187,-0.275843957
2011/11/8,12055.52,12187.51,12002.17,12170.18,12077.42745,12128.89464,12192.79795,12264.54104,12342.6223,12426.10912,12514.35355,12606.87393,12703.29536,12803.31614,12906.68719,13013.19872,13122.67114,13234.94864,13349.89449,13467.38759,13587.31974,13709.59361,13834.12103,13960.82177,14089.62237,12033.65229,11982.58924,11919.78765,11850.06125,11775.096,11695.98311,11613.50939,11528.2792,11440.77645,11351.39997,11260.48539,11168.31961,11075.15085,10981.19581,10886.64502,10791.66702,10696.41145,10601.01172,10505.58703,10410.2441,10315.07862,144.95,0.00839906,-0.241227977,0.171466578,-0.028391671,0.031608398,0.60340901
