,Date,Open,High,Low,Close,oQHLp1,oQHLp2,oQHLp3,oQHLp4,oQHLp5,oQHLp6,oQHLp7,oQHLp8,oQHLp9,oQHLp10,oQHLp11,oQHLp12,oQHLp13,oQHLp14,oQHLp15,oQHLp16,oQHLp17,oQHLp18,oQHLp19,oQHLp20,oQHLp21,oQHLn1,oQHLn2,oQHLn3,oQHLn4,oQHLn5,oQHLn6,oQHLn7,oQHLn8,oQHLn9,oQHLn10,oQHLn11,oQHLn12,oQHLn13,oQHLn14,oQHLn15,oQHLn16,oQHLn17,oQHLn18,oQHLn19,oQHLn20,oQHLn21
0,2011/1/18,11783.82,11858.78,11777.99,11837.93,-0.645050217450748,-0.6476625053041103,-0.6508946193823238,-0.6545192983711139,-0.6584617574110325,-0.6626754295815428,-0.6671279160814805,-0.671795109908041,-0.6766582351670961,-0.6817021735635492,-0.6869144393374015,-0.6922845126821344,-0.697803385659559,-0.7034632411384026,-0.7092572187493771,-0.7151792398628757,-0.7212238738386669,-0.7273862338938205,-0.7336618947068697,-0.740046826288242,-0.7465373402344182,-0.6428193432825635,-0.6402265898830519,-0.6370474494925977,-0.6335195282979368,-0.6297264077967197,-0.6257222444897385,-0.6215461040837642,-0.6172280075434373,-0.6127920057953177,-0.6082579361576735,-0.6036425112360969,-0.598960036762159,-0.5942229081821372,-0.5894419678488705,-0.5846267703797393,-0.5797857852326185,-0.5749265549946552,-0.5700558215767565,-0.5651796285966793,-0.5603034057259257,-0.555432039120456
1,2011/1/19,11834.21,11861.24,11798.46,11825.29,-0.5397998749696328,-0.5419859259443964,-0.5446906685025841,-0.5477239226772534,-0.5510231059644577,-0.5545492495874977,-0.5582752411319527,-0.562180907041179,-0.5662505350108805,-0.5704714735395429,-0.5748332741202067,-0.5793271334223872,-0.583945513298237,-0.5886818721074785,-0.5935304688606756,-0.598486216754642,-0.6035445712456525,-0.6087014429081968,-0.6139531284833504,-0.6192962555393111,-0.6247277374950583,-0.5379330038881562,-0.5357633000061631,-0.5331028876245346,-0.5301506036499523,-0.5269763919112235,-0.5236255724029245,-0.5201308366319491,-0.5165173071585586,-0.5128051106128952,-0.5090108475349345,-0.5051485035992254,-0.501230050326596,-0.49726586064642414,-0.49326500780688276,-0.4892354874354869,-0.48518438706151457,-0.48111801857741815,-0.4770420238426471,-0.4729614603612861,-0.46888087186639466,-0.4648043472588131
2,2011/1/20,11823.7,11845.16,11744.77,11822.8,0.07487022899197805,0.07517343420683271,0.0755485819311764,0.07596929420840905,0.07642689084681764,0.07691596687806063,0.07743276181094426,0.07797447757367278,0.07853893487003813,0.07912437893710056,0.07972936056720933,0.0803526587386491,0.08099322791050424,0.08165016075743392,0.08232266100434868,0.08301002311177534,0.0837116167516143,0.08442687472065079,0.08515528337696576,0.08589637496435362,0.08664972137410495,0.07461129402024151,0.07431035614674024,0.073941357016763,0.07353187530423248,0.07309161221643348,0.07262685363546632,0.07214213387250953,0.0716409374260353,0.07112605585913484,0.07059979166628243,0.07006408466018393,0.06952059529047515,0.06897076228219814,0.0684158440946448,0.06785694972114903,0.06729506220184225,0.06673105699604781,0.06616571662952851,0.06559974257797285,0.06503376505704116,0.06446835119717645
3,2011/1/21,11822.95,11905.48,11822.8,11871.84,0.006465580777082201,0.006491764720086909,0.006524161414310223,0.0065604929341810825,0.006600009682944722,0.006642244902854027,0.006686873848547567,0.006733654886475409,0.006782399818793629,0.006832957109148134,0.006885201608073578,0.006939027871595267,0.006994345609763022,0.007051076468531967,0.007109151683842193,0.007168510327304452,0.00722909796557055,0.007290865616578439,0.007353768923667761,0.007417767492738329,0.0074828243535353485,0.006443219886801586,0.006417231744970014,0.00638536602592972,0.006350004345796649,0.006311984473336568,0.00627184923951209,0.00622999021458536,0.006186708309968601,0.006142244597138468,0.006096797912991985,0.0060505357742565765,0.006003601572656711,0.005956119552409358,0.005908198390492214,0.0058599338564264665,0.005811410842771712,0.005762704951713872,0.005713883759959972,0.005665007844962334,0.005616131630359214,0.005567304091928301
4,2011/1/24,11873.43,11982.94,11867.98,11980.52,0.7669822978621023,0.7700883793519547,0.7739314511246574,0.7782412932805465,0.7829289845824952,0.7879391556921923,0.7932332835515988,0.798782704277027,0.8045650928183752,0.8105624731105256,0.8167599992443766,0.8231451628831219,0.8297072533426253,0.8364369758406452,0.8433261732110282,0.8503676177974195,0.8575548524205001,0.8648820665621126,0.8723439983943627,0.8799358561497587,0.8876532542159399,0.7643297276443641,0.7612468731528083,0.7574667885393449,0.7532719940390794,0.7487618703318295,0.7440008109737833,0.7390352661555406,0.7339009316226742,0.7286264045826878,0.7232352721479288,0.7177474060621676,0.7121798162303329,0.7065472411760492,0.7008625727524928,0.6951371716602653,0.6893811083157265,0.6836033510606665,0.677811916210993,0.6720139897930173,0.6662160278342125,0.6604238401072513
5,2011/1/25,11980.52,11985.97,11898.74,11977.19,0.4066570961316534,0.4083039530180933,0.4103415651137949,0.412626660742188,0.4151120935060545,0.4177685063597426,0.4205754742230909,0.423517799389794,0.4265836450285839,0.42976348015750576,0.4330494334159015,0.436434872833337,0.43991411956204657,0.4434822454711385,0.44713492559834206,0.4508683278112164,0.45467902848734115,0.4585639468666421,0.4625202931068271,0.4665455265935182,0.47063732205742026,0.40525069274393843,0.4036161509053236,0.4016119348545389,0.39938783795542937,0.3969965522437551,0.39447221944174615,0.39183946762709965,0.3891172228275472,0.38632064739741334,0.38346224731843986,0.3805525586690204,0.37760060016909547,0.37461418624311144,0.3716001522034231,0.36856452153913777,0.36551263362547326,0.3624492435132822,0.35937860148546935,0.3563045176020589,0.35323041487475804,0.35015937366838207
6,2011/1/26,11978.85,12020.52,11961.83,11985.44,0.6241468222838799,0.6266744567508683,0.6298018314522495,0.6333090496678998,0.6371237500046801,0.6412008745823039,0.6455090745100254,0.650025023992754,0.6547305555850125,0.6596110409127803,0.6646543988276195,0.669850450426195,0.6751904796801358,0.6806669227788873,0.6862731416692014,0.6920032547045798,0.697852007229258,0.7038146708206193,0.7098869635634633,0.7160649860634213,0.7223451694427941,0.6219882414706056,0.6194795084270509,0.6164033907564948,0.612989794817224,0.6093195935781163,0.6054451885529775,0.6014043794914734,0.5972262145036198,0.5929339651254604,0.5885468258302697,0.5840809676375907,0.579550232689723,0.5749666147480756,0.5703406048099191,0.5656814478672162,0.5609973389179318,0.5562955761253287,0.5515826829230167,0.5468645070802336,0.5421463023154067,0.5374327964445
7,2011/1/27,11985.36,12019.53,11971.93,11989.83,0.4766891465908862,0.47861961531065544,0.4810081327623927,0.48368675387914956,0.48660021299344225,0.48971409736497595,0.49300446442856793,0.49645349921992077,0.5000473264395521,0.5037747737368562,0.507626614192568,0.5115950737180106,0.515673495488255,0.5198561026792118,0.5241378255095013,0.5285141718997766,0.5329811286318611,0.5375350843956249,0.5421727688988391,0.5468912039977281,0.5516876639790399,0.47504054083180863,0.4731245079836713,0.47077513784376596,0.4681680202922534,0.46536492167182764,0.4624058633877163,0.45931971481771044,0.4561286613167283,0.45285047640897996,0.4494998197815101,0.44608904197305416,0.44262871485350636,0.4391279986007065,0.4355949056635805,0.4320364968604674,0.4284590310818184,0.4248680822648757,0.4212686326508197,0.41766514844540126,0.41406164215091046,0.4104617246141491
8,2011/1/28,11990.36,12012.42,11803.04,11823.7,0.0507131221368579,0.0509184972679411,0.05117260243925083,0.0514575706220256,0.051767522314780774,0.05209879647863157,0.05244884595629304,0.05281577548233544,0.05319810891709338,0.05359465767722095,0.0540044401463189,0.054426629269038046,0.054860516851415776,0.05530548831938909,0.05576100431844539,0.0562265869535661,0.05670180927392802,0.057186287086156896,0.05767967247645941,0.058181648611590836,0.058691925513417544,0.05053773332044882,0.05033389396614271,0.05008395352654642,0.04980659233265191,0.049508381467739324,0.04919357865495154,0.048865255196189186,0.04852577130590577,0.0481770178408798,0.04782055438874799,0.04745769487575312,0.04708956400241122,0.046717136284758376,0.04634126413637251,0.045962698730518996,0.045582105926444176,0.0452000787138609,0.044817147134217125,0.04443378632993924,0.04405042317569002,0.04366744181555203
9,2011/1/31,11824.39,11891.93,11817.88,11891.93,0.46871519419785196,0.4706133704566374,0.4729619333078005,0.4755957470329548,0.4784604704366852,0.481522266427534,0.4847575929463425,0.4881489330336627,0.49168264349300467,0.4953477388624144,0.49913514656852614,0.5030372225659276,0.5070474213836101,0.5111600628309414,0.5153701619327423,0.5196733017521925,0.5240655362033564,0.5285433143853147,0.5331034207105757,0.5377429268531055,0.5424591526947906,0.46709416595743997,0.4652101840901647,0.46290011370311335,0.4603366074471117,0.45758039845090354,0.4546708386503521,0.45163631450257413,0.44849864025069475,0.44527529210727573,0.4419806845353045,0.4386269614763899,0.4352245179564855,0.4317823609239678,0.4283083687972594,0.4248094842828655,0.4212918615738787,0.4177609813679311,0.4142217425643558,0.41067853665918513,0.40713530903444334,0.4035956101354719
