,date,close,open,high,low,vol,return,log_returns,volatility_increments,log_volumes,hurst,hurstp,hurstm
33,2011/3/7,2745.63,2793.19,2794.82,2724.51,586.99,-0.014,-0.014118817612281606,0.11857399224961007,0.18156203678768718,0.6889018084960382,0.8137641568438582,0.6262971873288525
34,2011/3/8,2765.77,2745.23,2775.41,2729.85,476.58,0.0073,0.007308520393078485,0.13707200254431307,-0.20837218403476263,0.6913545444879245,0.7603129148633447,0.642253337660998
35,2011/3/9,2751.72,2756.34,2761.77,2737.68,502.98,-0.0051,-0.00509290650955664,-0.03349127667531837,0.053914808004725444,0.7016184065139305,0.7558617720876815,0.6640525449297977
36,2011/3/10,2701.02,2719.29,2721.21,2695.08,635.12,-0.0184,-0.018596691260756793,0.030669435288277924,0.2332635495390369,0.7000225468863891,0.7668221652821907,0.6623676078468608
37,2011/3/11,2715.61,2689.65,2724.61,2689.41,479.3,0.0054,0.005387126418027983,0.010065466517562793,-0.2814872512512723,0.6977583388642192,0.7584530579947751,0.6642253770971361
38,2011/3/14,2700.97,2695.66,2715.22,2682.09,467.23,-0.0054,-0.00540563811464418,-0.054585164156325305,-0.0255050643843245,0.7046607340503124,0.7744992101352927,0.6657924970716635
39,2011/3/15,2667.33,2619.4,2680.57,2618.5,630.41,-0.0125,-0.012532995672812288,-0.0511526611665829,0.29954875958075544,0.7044001919029409,0.7246955223129813,0.7019241189617675
40,2011/3/16,2616.82,2652.92,2669.27,2603.5,683.02,-0.0189,-0.019118131943090744,0.23972387288557373,0.08015374035691403,0.697181715776685,0.6714876393680751,0.7419909975509593
41,2011/3/17,2636.05,2656.08,2660.5,2634.17,515.47,0.0073,0.007321744458419984,0.0408769910141773,-0.2814450358816496,0.7070281593951999,0.6645927917011515,0.7568225106484961
42,2011/3/18,2643.67,2665.54,2665.56,2639.76,957.29,0.0029,0.002886518713421607,-0.07371950217657242,0.6190272700142947,0.7176175600498101,0.6865548577331456,0.7583854815722866
43,2011/3/21,2692.09,2675.47,2699.7,2674.99,462.88,0.0183,0.018149740308579493,0.022851202736315024,-0.7266385346237507,0.7198457667231197,,0.7770748206850463
44,2011/3/22,2683.87,2692.13,2695.46,2679.41,423.83,-0.0031,-0.003058060850876352,-0.01189582728364158,-0.08813540979138826,0.7133580405638431,,0.7833205820758639
45,2011/3/23,2698.3,2677.56,2704.3,2660.17,445.35,0.0054,0.005362162315648658,-0.28889238657866123,0.04952805844144172,0.7136923395387498,,0.7886058931857413
46,2011/3/24,2736.42,2715.88,2740.39,2703.42,503.13,0.0141,0.014028551670290833,-0.1286661961569875,0.12198809613376749,0.7313450795538765,,0.7543764709729506
47,2011/3/25,2743.06,2746.34,2762.55,2740.17,471.15,0.0024,0.002423588826005197,0.028334714477656675,-0.06567207135888094,0.7182531308930912,,0.7700638054173077
48,2011/3/28,2730.68,2752.33,2754.63,2730.68,430.3,-0.0045,-0.004523423147351849,-0.09764626741664717,-0.09069387480821116,0.7290289080360959,,0.808803794250976
49,2011/3/29,2756.89,2727.83,2756.89,2720.19,410.89,0.0096,0.00955257037574066,-0.033067544564140405,-0.04615710107294633,0.7187988755044381,,0.7996870074737205
50,2011/3/30,2776.79,2772.36,2779.95,2763.77,466.64,0.0072,0.007192351485946654,0.1276818655334866,0.12723254367377437,0.7116249232139435,,0.7990637742151444
51,2011/3/31,2781.07,2774.23,2783.98,2769.52,512.95,0.0015,0.0015401614456097624,-0.161737829372389,0.09462029208833975,0.7172692723119468,,0.799566640928109
52,2011/4/1,2789.6,2796.67,2802.63,2779.71,562.2,0.0031,0.0030624706423860388,-0.09579108002655712,0.09167928393870978,0.7212609755870394,,0.8013175497172144
53,2011/4/4,2789.19,2796.26,2799.73,2778.87,428.47,-0.0001,-0.00014698527843416678,-0.03941879130279524,-0.2716369345541398,0.7284126905942842,0.6555364113214299,0.8121371752191328
54,2011/4/5,2791.19,2787.78,2806.2,2785.27,481.22,0.0007,0.0007167970946900407,-0.204990486218664,0.11610382207829174,0.7399535806126314,,0.8102116835500097
55,2011/4/6,2799.82,2808.11,2815.55,2786.8,486.87,0.0031,0.0030871012048973656,-0.7610800723228159,0.011672600999316836,0.736051950933709,,0.8281667350363877
56,2011/4/7,2796.14,2799.59,2813.22,2781.13,476.14,-0.0013,-0.0013152347516726946,-0.2374305944632651,-0.0222852183615376,0.7278776185078968,,0.8162312388343589
57,2011/4/8,2780.41,2806.29,2808.56,2772.4,422.4,-0.0056,-0.005641495806253782,0.10518646109307994,-0.11975919624231098,0.7234309940828784,,0.814952335026002
58,2011/4/11,2771.51,2789.49,2792.95,2760.84,505.17,-0.0032,-0.0032061008168889457,0.4027513652860497,0.1789422738982757,0.7128818231896632,,0.7763751113686614
59,2011/4/12,2744.79,2755.89,2760.62,2737.07,458.96,-0.0096,-0.009687728722871857,0.3392197118260327,-0.09593194599671173,0.7108001682986633,0.650770761451957,0.76462630578132
60,2011/4/13,2761.52,2762.69,2772.05,2744.85,457.2,0.0061,0.00607668347081115,0.32134729580363786,-0.0038421283729599765,0.7085069863882341,0.6610995951451014,0.7499642819449034
61,2011/4/14,2760.22,2743.12,2762.18,2733.68,451.74,-0.0005,-0.0004708660762800096,-0.005042049401668081,-0.012014138830569595,0.7116562591672708,0.6668123066032533,0.7532501969238723
62,2011/4/15,2764.65,2752.87,2769.29,2743.75,544.73,0.0016,0.0016036579863029808,-0.028994235930435153,0.18718346597163296,0.7171976491567703,0.6750581976569914,0.7558626673344394
63,2011/4/18,2735.38,2731.22,2737.46,2706.5,478.29,-0.0106,-0.010643678789949608,-0.004582247483292612,-0.13007301597433527,0.7399954957022388,0.6841644502906972,0.8006162556298897
64,2011/4/19,2744.97,2741.35,2746.18,2727.12,440.01,0.0035,0.0034997800463689656,0.027228242842997297,-0.0834197891606101,0.7424160701606703,0.6640613050041897,0.8394823592102717
65,2011/4/20,2802.51,2788.84,2802.99,2785.98,539.56,0.021,0.020745298260428577,0.05558582214593333,0.2039565386747053,0.7359533623158925,0.7708400012220138,0.7299942619941702
66,2011/4/21,2820.16,2820.77,2820.77,2808.55,471.56,0.0063,0.006278176728706264,0.3404879659355382,-0.13470764517755213,0.7621070414170195,0.7923531010727638,0.7542825712299087
67,2011/4/25,2825.88,2820.28,2826.26,2813.2,395.07,0.002,0.0020261995865945236,0.02267450175483532,-0.17698338303368835,0.7583231370389704,0.8679967988856884,0.6975197482074603
68,2011/4/26,2847.54,2832.48,2856.61,2829.0,538.65,0.0077,0.0076356431347920535,-0.002968337005342825,0.310003044949963,0.7690798915379342,0.8779816594912707,0.7175572799058927
69,2011/4/27,2869.88,2853.88,2870.8,2842.61,561.75,0.0078,0.00781475340015532,0.04012918525418385,0.04199090172523712,0.7761158732377768,0.8058653692370759,0.7794284490896513
70,2011/4/28,2872.53,2862.82,2874.59,2859.62,541.97,0.0009,0.0009229574997664789,-0.1274054340868256,-0.03584626171119623,0.7716574586403534,0.8090205323158753,0.7741790823077332
71,2011/4/29,2873.54,2869.74,2876.83,2863.04,948.18,0.0004,0.0003515446245525218,-0.42971752644610284,0.559333708294825,0.7647053080640112,0.8011656499729601,0.759265824564412
72,2011/5/2,2864.08,2881.28,2887.75,2859.84,553.48,-0.0033,-0.0032975375058442494,-0.06459377286615009,-0.5383187398478837,0.8053891711608739,0.7693484127905535,0.8626556636216075
73,2011/5/3,2841.62,2859.3,2861.95,2825.5,590.04,-0.0078,-0.007872869589941605,0.0589442511698568,0.06396471341066451,0.81074068814696,0.7796075543030606,0.8682217613338589
74,2011/5/4,2828.23,2842.92,2848.16,2808.79,610.39,-0.0047,-0.004723237790449016,-0.13614885215431372,0.0339077659243321,0.8152013752584581,0.9288875658524925,0.7999767338438353
75,2011/5/5,2814.72,2812.84,2845.85,2804.82,611.73,-0.0048,-0.004788284784634594,0.09712738822533407,0.0021929115585859684,0.8202117037522063,0.8327425546750952,0.8399519711290541
76,2011/5/6,2827.56,2840.71,2859.25,2818.65,561.09,0.0046,0.004551359437995358,0.10999738366173162,-0.08640968823174779,0.8449657033906435,0.8221730835966186,0.901939976328375
77,2011/5/9,2843.25,2828.24,2850.39,2823.67,447.83,0.0055,0.005533615140271521,0.0998358096383436,-0.22546762434853823,0.7944443956778668,0.9859693822437942,0.747404548481146
78,2011/5/10,2871.89,2851.91,2873.64,2850.01,522.62,0.0101,0.01002258553441053,0.10034138484201094,0.154440926427271,0.807272110129745,0.9887573195153769,0.7442785131915747
79,2011/5/11,2845.06,2867.16,2874.61,2829.68,627.18,-0.0093,-0.009386192629984783,0.1502895990543358,0.1823789582309195,0.8413787446703361,0.9804411496594042,0.7880756402867847
80,2011/5/12,2863.04,2833.67,2865.86,2819.37,615.41,0.0063,0.006299840390251486,0.07706292473374354,-0.018944868422992315,0.852357380674934,0.9913376682075621,0.8001129745376608
81,2011/5/13,2828.47,2859.7,2861.51,2827.51,540.67,-0.0121,-0.012148067960710931,0.09700803541390268,-0.12947960113332138,0.8052361492624552,0.9662042133910516,0.7241917149775047
82,2011/5/16,2782.31,2815.9,2828.14,2779.54,572.93,-0.0163,-0.016454411497613605,0.22326049452525742,0.0579544339868818,0.8049248392064757,0.9468805674518839,0.7276921822926996
83,2011/5/17,2783.21,2769.17,2783.61,2759.29,600.24,0.0003,0.0003234199168613654,-0.05455142787785672,0.046566030034234644,0.8575031919864559,1.0266661402267148,0.777885738130206
84,2011/5/18,2815.0,2782.65,2817.15,2780.83,513.71,0.0114,0.011357323756022837,-0.11649780624491557,-0.15567067133896753,0.8703401143194194,1.0407668895512485,0.7757024991894209
85,2011/5/19,2823.31,2824.05,2828.41,2805.12,493.6,0.003,0.0029476939072387823,-0.03868686744421712,-0.0399334313073277,0.8768823924517124,1.0180369848414832,0.8098164652870105
86,2011/5/20,2803.32,2815.96,2821.44,2796.27,531.97,-0.0071,-0.007105526436024798,-0.09576743914352104,0.07486162418299185,0.8794275487409746,1.0361218039226856,0.7968930756823295
87,2011/5/23,2758.9,2761.96,2770.51,2750.64,504.94,-0.0158,-0.0159723795008954,-0.19884016091489443,-0.05214748643868883,0.8729965186967792,0.9900267303762212,0.8313006655716656
88,2011/5/24,2746.16,2766.7,2767.5,2744.01,495.93,-0.0046,-0.00462847734406796,0.16386083006415397,-0.01800482260245056,0.8696551280977348,0.975429691392665,0.8312777626266515
89,2011/5/25,2761.38,2739.99,2771.38,2739.85,523.97,0.0055,0.00552698255280538,0.042737266399919704,0.05499964304066169,0.8893355561415829,,0.9190448778635676
90,2011/5/26,2782.92,2756.31,2787.33,2756.06,521.81,0.0078,0.007770181402271273,0.01739557868784747,-0.004130893823883238,0.8946422170974285,0.8647820768863783,0.9293872563724908
91,2011/5/27,2796.86,2789.02,2801.15,2788.29,444.77,0.005,0.004996623165228807,0.03128689181476574,-0.15974624233118853,0.8932990743232836,,0.9298245252633424
92,2011/5/31,2835.3,2824.25,2835.34,2808.6,947.55,0.0137,0.013650392348773223,-0.08340034639756055,0.7563224113941986,0.916139117360095,,0.9596470405421068
93,2011/6/1,2769.19,2829.39,2834.05,2767.63,662.69,-0.0233,-0.023592893023005067,0.34520786748706644,-0.3575723968167059,0.8947086031004674,0.844989821255653,0.9314955657047648
94,2011/6/2,2773.31,2773.76,2784.57,2759.17,535.27,0.0015,0.0014866940040975897,0.009449637924081156,-0.21353601670744737,0.8905671263131727,,0.8780778601075724
95,2011/6/3,2732.78,2740.49,2762.56,2730.63,559.23,-0.0146,-0.014722146583913239,-0.021206766391600684,0.04378954506059801,0.8837718337534053,,0.8896498391801335
96,2011/6/6,2702.56,2728.31,2736.66,2702.2,545.85,-0.0111,-0.011119934134264601,0.11434017625070858,-0.02421662482298532,0.861124277213147,,0.9052070753428205
97,2011/6/7,2701.56,2712.79,2723.32,2701.17,510.84,-0.0004,-0.00037008801115211794,-0.055413519386939836,-0.06628778309821733,0.8967686811644033,,0.9395963432716482
98,2011/6/8,2675.38,2693.69,2698.08,2671.09,570.44,-0.0097,-0.009737957605018123,-0.4365476155326111,0.11035156324050503,0.913541850005772,,0.9743257710421656
99,2011/6/9,2684.87,2678.52,2696.69,2670.02,480.36,0.0035,0.003540883322737254,-0.0013030615798221845,-0.17187217007608374,0.8437712683262983,0.6755718952658348,0.9554883259644081
100,2011/6/10,2643.73,2675.1,2676.72,2641.64,563.12,-0.0153,-0.015441510884448943,0.06723957131316105,0.15895692650739357,0.8123286028074526,0.6603153972168423,0.8806717056272486
101,2011/6/13,2639.69,2649.3,2657.77,2629.61,510.32,-0.0015,-0.0015293127509813634,-0.3856761946391849,-0.09845476936617636,0.8070018555127695,0.6488620131649728,0.8785895893284846
102,2011/6/14,2678.72,2662.73,2685.65,2662.73,480.75,0.0148,0.014677582468519945,0.0708092813230845,-0.05969059546481077,0.8276697902452085,0.6772197951432575,0.8839789476580251
103,2011/6/15,2631.46,2653.17,2669.75,2625.86,566.88,-0.0176,-0.017800243249399567,0.5247175741652059,0.16480025664827277,0.7750921744469439,0.6417947122563538,0.8513385841770368
104,2011/6/16,2623.7,2631.98,2642.65,2599.86,563.8,-0.0029,-0.002953289962693995,0.02230588066377992,-0.00544806243714981,0.7610874763619769,0.5703400150447717,0.8650109163367697
105,2011/6/17,2616.48,2646.29,2648.54,2608.99,941.78,-0.0028,-0.002755632275517506,-0.05953623424243126,0.513072122972761,0.761196847470619,0.5577233891619335,0.875245872965194
106,2011/6/20,2629.66,2608.05,2636.55,2607.74,462.4,0.005,0.005024657264125039,-0.013450922016555733,-0.7113413842946054,0.7576211921265255,0.5566570423628966,0.8849226018959265
107,2011/6/21,2687.26,2640.33,2688.5,2634.04,500.03,0.0219,0.02166752687444145,0.10805263018328892,0.07823777926409603,0.756857020612752,0.5616650837448753,0.8821948533178617
108,2011/6/22,2669.19,2677.18,2693.23,2668.35,451.69,-0.0067,-0.006747031541094476,-0.149723094055505,-0.10167199279432543,0.7443427157865026,0.5499557259314395,0.872126374685876
109,2011/6/23,2686.75,2638.6,2688.07,2627.47,594.12,0.0066,0.0065572291397101475,-0.012794315056127381,0.2740852153333938,0.7295691374147476,0.5486185824141576,0.8435791726650209
110,2011/6/24,2652.89,2681.1,2682.41,2647.46,1400.0,-0.0126,-0.012682672938404436,0.10493276421937692,0.857146196442018,0.7035503545361541,0.5909041081983433,0.7675251278164112
111,2011/6/27,2688.28,2653.07,2697.34,2647.55,479.28,0.0133,0.013251972101878126,0.1643446863784721,-1.0719425378276806,0.7528094422643219,0.743066093295285,0.7434903337421563
112,2011/6/28,2729.31,2694.26,2729.94,2692.45,448.66,0.0153,0.015147246095551842,0.07715513618760417,-0.06601961519051001,0.7296982948881507,0.6351604846803648,0.7747801853863849
113,2011/6/29,2740.49,2736.76,2746.62,2722.26,505.93,0.0041,0.004087906530058912,-0.07031074308667185,0.12013295721150813,0.7665003976191281,0.647389628133382,0.8558748282692202
114,2011/6/30,2773.52,2749.37,2776.56,2749.11,517.12,0.0121,0.011980535064043903,0.004222620771348495,0.021876636096008394,0.6898576306344479,0.5919016477527638,0.7638131108833537
115,2011/7/1,2816.03,2775.08,2818.19,2769.06,460.6,0.0153,0.015210820055885746,0.08106482651619729,-0.11574496850609102,0.7374868069377819,0.646993726458044,0.8604801822150784
116,2011/7/5,2825.77,2817.87,2828.53,2810.0,423.89,0.0035,0.003452802182480818,-0.09592284286904906,-0.08305599977570327,0.7791232091242833,0.6222716682982621,0.9288038275610894
117,2011/7/6,2834.02,2821.42,2838.85,2812.8,440.07,0.0029,0.002915304575986831,-0.21459209325219275,0.037459817556899595,0.8077041077256791,0.6382584217931965,0.9291663421630829
118,2011/7/7,2872.66,2856.25,2878.94,2853.9,465.8,0.0136,0.01354223139217013,-0.03258208338134505,0.05682255228245959,0.8189820452051981,0.6524311680098779,0.916351838007463
119,2011/7/8,2859.81,2841.29,2860.02,2831.16,428.04,-0.0045,-0.004483240740257247,0.017306750740223364,-0.08453970829144017,0.8004114690892246,0.6181642082971572,0.8879574400018032
120,2011/7/11,2802.62,2828.1,2841.12,2795.54,448.2,-0.02,-0.02020049509936006,-0.15441931964270594,0.04602291220802601,0.8069481503617684,0.6562329154381178,0.891525877617918
121,2011/7/12,2781.91,2798.75,2807.57,2780.16,529.41,-0.0074,-0.007416951807952007,0.1625212375985674,0.16652361755642475,0.7879481477907174,0.6273123852854232,0.9081351829764367
122,2011/7/13,2796.92,2800.88,2825.86,2789.57,487.15,0.0054,0.005381069585916735,0.040842606672359505,-0.08319109505190117,0.8027579959647979,0.6218818509113413,0.9466554180114216
123,2011/7/14,2762.67,2804.82,2817.38,2755.9,546.87,-0.0122,-0.012321208325129056,0.034058915710827975,0.1156390303415897,0.8146461232511428,0.6325157066791667,0.9606222209658093
124,2011/7/15,2789.8,2787.33,2790.16,2768.28,529.59,0.0098,0.009772305264001522,0.06838029213674002,-0.03210799194363844,0.812775428902051,0.6194355310430246,0.9541771786077566
125,2011/7/18,2765.11,2777.61,2783.76,2743.79,463.02,-0.0089,-0.00888949149121395,-0.003969449925579127,-0.13433287257173473,0.8046713852429359,0.6119230221788579,0.9419635614695712
126,2011/7/19,2826.52,2790.98,2828.65,2790.98,479.12,0.0222,0.02196585581229903,0.046778810717440056,0.03418083825864036,0.7481393287304675,0.5998192364077481,0.8680927589353462
127,2011/7/20,2814.23,2839.39,2839.65,2808.18,476.06,-0.0043,-0.004357583458730474,0.05204173490081576,-0.006407191248305551,0.7623839168405508,0.6056091861982665,0.8807622673546582
128,2011/7/21,2834.43,2818.79,2847.41,2807.71,553.31,0.0072,0.007152169225394875,-0.03212755604518991,0.15037452641075538,0.7462088950750548,0.5800031886225868,0.833548391810982
129,2011/7/22,2858.83,2834.46,2862.72,2830.58,413.15,0.0086,0.008571591458408778,-0.05918476050626964,-0.29210769997146346,0.7371841580483222,0.6054917182130969,0.8148716014811372
130,2011/7/25,2842.8,2832.11,2859.4,2828.91,407.25,-0.0056,-0.005622968251553087,-0.04290208525038075,-0.014383475665038807,0.7500164233811754,0.5879902916887431,0.8665684639772268
131,2011/7/26,2839.96,2842.74,2851.72,2832.27,436.93,-0.001,-0.0009995144037183,-0.2893259322126478,0.07034575171639657,0.7147585581655941,0.5446230987801782,0.8063793326135589
132,2011/7/27,2764.79,2823.62,2823.86,2761.0,633.9,-0.0265,-0.026825284843974548,-0.1675445102284554,0.3721182140915696,0.7277142630194889,0.6150519473808638,0.8009188056179598
133,2011/7/28,2766.25,2765.61,2800.11,2757.85,513.72,0.0005,0.0005279296602121839,-0.051699518064899586,-0.21021284334526552,0.720730841878178,0.5770728633274474,0.7968104675829883
134,2011/7/29,2756.38,2736.67,2780.58,2724.99,621.21,-0.0036,-0.0035743877494822255,-0.2395417928987671,0.18999081907518806,0.7073250425493302,0.5450935147232436,0.8315758615618525
135,2011/8/1,2744.61,2791.45,2796.24,2716.3,581.75,-0.0043,-0.00427923626870077,-0.20800240949840187,-0.06562838683764202,0.7153469960770977,0.6742230030898918,0.7154994147081449
136,2011/8/2,2669.24,2728.29,2745.87,2668.68,612.75,-0.0275,-0.02784520066638579,0.5112616519769801,0.05191622022582074,0.722147109094328,0.5888640208268832,0.7419622556073496
137,2011/8/3,2693.07,2673.97,2695.37,2621.67,672.33,0.0089,0.008888019109092319,0.40425445715608177,0.09279226900738477,0.734595449882762,0.6413608629588233,0.743217011359538
138,2011/8/4,2556.39,2648.38,2653.79,2556.38,864.87,-0.0508,-0.05208569977220695,0.37749963990122204,0.25182991520440556,0.7360817320265262,0.623588212986829,0.7537388894655745
139,2011/8/5,2532.41,2580.3,2592.04,2464.87,1030.0,-0.0094,-0.009424688532150524,0.22791952335869547,0.17473487460366913,0.7544589690040077,0.6567753654928595,0.7694301527427051
140,2011/8/8,2357.69,2447.3,2489.39,2357.69,1120.0,-0.069,-0.0714890923759059,0.20037666514155772,0.08376988306545874,0.7276915869565526,0.4433140309574572,0.8630818307687709
141,2011/8/9,2482.52,2402.13,2483.66,2331.65,1060.0,0.0529,0.05159184717211878,0.5129680472288904,-0.05505977718302743,0.7731556360624876,0.4579546517950382,0.8630593700842543
142,2011/8/10,2381.05,2425.55,2461.28,2378.08,957.55,-0.0409,-0.041732606435255275,0.14727555190213648,-0.1016462480935443,0.7754948502184859,0.4615366536540735,0.8935863269825859
143,2011/8/11,2492.68,2415.54,2516.39,2399.56,871.49,0.0469,0.04581687003206326,0.08866293570249528,-0.09417354858763091,0.744867262246461,0.38745998442966817,0.9754357756289485
144,2011/8/12,2507.98,2507.01,2524.09,2481.5,584.86,0.0061,0.006119211360909768,-0.011945083595731099,-0.3988318880730981,0.7279976572148571,0.4057775385029866,0.9256998279009111
145,2011/8/15,2555.2,2522.04,2555.2,2514.52,494.1,0.0188,0.018652850221391657,-0.03321358221711135,-0.1686345765001352,0.7339880064371203,0.4915114851787048,0.8823352502978761
146,2011/8/16,2523.45,2526.48,2546.74,2494.55,544.77,-0.0124,-0.012503485627468894,-0.27585880618467407,0.09762576138811074,0.7371187986886447,0.4993608799081779,0.9134128566936238
147,2011/8/17,2511.48,2527.79,2549.11,2488.09,485.71,-0.0047,-0.00475479204339224,-0.29541071265646623,-0.11475194925921516,0.7401181337813586,0.5290932749077103,0.8890165747257402
148,2011/8/18,2380.43,2436.38,2437.01,2362.97,725.4,-0.0522,-0.05359107717472768,-0.5074866822567143,0.4011114888682018,0.7395066780516568,0.5689291537230967,0.9025292607749327
149,2011/8/19,2341.84,2353.32,2415.18,2338.66,671.23,-0.0162,-0.016344198468454203,0.24496784739168165,-0.07761137662789887,0.7462583253750774,0.5803189151776827,0.9027061789838521
