date,log_returns,hurst,hurstm
2011/10/25,-0.022864091,0.708148257,0.688394069
2011/10/26,0.004632185,0.707696112,0.686119782
2011/10/27,0.032645357,0.701763232,0.70293313
2011/10/28,-0.000540562,0.697675097,0.689958526
2011/10/31,-0.019456269,0.695085681,0.693247801
2011/11/1,-0.029276173,0.743098397,0.764274075
2011/11/2,0.01258655,0.731347899,0.800586961
2011/11/3,0.021728297,0.725910911,0.804029156
2011/11/4,-0.004390697,0.725706176,0.804041396
2011/11/7,0.003382023,0.729336339,0.79313202
2011/11/8,0.011890808,0.726209237,0.772822354
2011/11/9,-0.039577882,0.715780864,0.760920408
2011/11/10,0.001334147,0.717056564,0.775451188
2011/11/11,0.020212231,0.676034123,0.753394747
2011/11/14,-0.008069804,0.689501222,0.753461883
2011/11/15,0.010847092,0.694891749,0.759411387
2011/11/16,-0.017496377,0.70642313,0.793267446
2011/11/17,-0.019749666,0.690748163,0.7673389
2011/11/18,-0.006003324,0.709475101,0.77185403
2011/11/21,-0.019374031,0.691029501,0.759443891
2011/11/22,-0.000737449,0.716439345,0.774127197
2011/11/23,-0.024572839,0.721765615,0.782689414
2011/11/25,-0.007577169,0.706889517,0.760629982
2011/11/28,0.034550666,0.72834436,0.783611886
2011/11/29,-0.0046918,0.725546399,0.789641663
2011/11/30,0.040828514,0.709320526,0.680736199
2011/12/1,0.002233854,0.775043758,0.731289973
2011/12/2,0.00027793,0.67795025,0.605785496
2011/12/5,0.010915002,0.672094455,0.632392963
2011/12/6,-0.002337278,0.662007044,0.61523786
2011/12/7,-0.000132106,0.664580021,0.59574819
2011/12/8,-0.020143315,0.680379946,0.659242017
2011/12/9,0.019252087,0.695414959,0.655777225
2011/12/12,-0.013154507,0.707744594,0.671581913
2011/12/13,-0.012709334,0.708922178,0.644971772
2011/12/14,-0.015614023,0.71542579,0.656691873
2011/12/15,0.000669249,0.700588713,0.652262492
2011/12/16,0.005619734,0.687914098,0.672732798
2011/12/19,-0.012677216,0.676228516,0.674667509
2011/12/20,0.031440875,0.70206848,0.662064669
2011/12/21,-0.009942765,0.697893034,0.650890662
2011/12/22,0.008297617,0.762470736,0.758661539
2011/12/23,0.007355215,0.843167949,0.787520952
2011/12/27,0.002501985,0.843788727,0.800856191
2011/12/28,-0.01350693,0.860811359,0.832559694
2011/12/29,0.009131992,0.880039327,0.842280187
2011/12/30,-0.003291891,0.651197431,0.591545905
2012/1/3,0.016586249,0.699247616,0.527275182
2012/1/4,-0.000135924,0.70255124,0.52874688
2012/1/5,0.008085456,0.692178582,0.5199977
2012/1/6,0.001631712,0.695133901,0.521170104
2012/1/9,0.000874639,0.703179974,0.578728379
2012/1/10,0.009644883,0.707278033,0.572656408
2012/1/11,0.003051768,0.706594311,0.568529661
2012/1/12,0.005129292,0.703016761,0.568268799
2012/1/13,-0.005162494,0.713562361,0.572180812
2012/1/17,0.006402228,0.719523006,0.576475624
2012/1/18,0.015144557,0.701628705,0.561179007
2012/1/19,0.006700229,0.695389068,0.558017177
2012/1/20,-0.00058475,0.702815984,0.560515477
2012/1/23,-0.000908296,0.710792956,0.573649543
2012/1/24,0.000886765,0.711125143,0.565677934
2012/1/25,0.011300846,0.710642172,0.551913011
2012/1/26,-0.004634059,0.700773842,0.562373339
2012/1/27,0.004009376,0.701022278,0.554029424
2012/1/30,-0.001638095,0.702241088,0.56987621
2012/1/31,0.000675462,0.708749033,0.573813267
2012/2/1,0.012161694,0.71908187,0.580604172
2012/2/2,0.003997938,0.706562812,0.577491242
2012/2/3,0.015950829,0.681623923,0.570916291
2012/2/6,-0.00126385,0.690245725,0.548373125
2012/2/7,0.000719936,0.688876654,0.528047851
2012/2/8,0.004048157,0.682534896,0.532140122
2012/2/9,0.003891781,0.668214766,0.522971384
2012/2/10,-0.00800881,0.675398202,0.531932061
2012/2/13,0.009428939,0.6622355,0.524620168
2012/2/14,0.000150088,0.672085121,0.521705814
2012/2/15,-0.005472288,0.684215952,0.526555475
2012/2/16,0.014984078,0.671970071,0.51235806
2012/2/17,-0.002730213,0.693494448,0.525041583
2012/2/21,-0.001088071,0.692227503,0.53707479
2012/2/22,-0.005236558,0.688946096,0.532610673
2012/2/23,0.008084728,0.687012999,0.532077604
2012/2/24,0.002286881,0.690263355,0.5253253
2012/2/27,0.000812829,0.691547832,0.532488264
2012/2/28,0.006921001,0.685395127,0.536153407
2012/2/29,-0.006674922,0.673289316,0.520881644
2012/3/1,0.00741458,0.67528117,0.523790522
2012/3/2,-0.004284887,0.673032811,0.519581191
2012/3/5,-0.00867609,0.664534184,0.510047519
2012/3/6,-0.013704828,0.671994685,0.526180968
2012/3/7,0.008679479,0.677951791,0.524613983
2012/3/8,0.011760838,0.676752298,0.518552679
2012/3/9,0.006014692,0.675688545,0.51378628
2012/3/12,-0.001567314,0.677225125,0.527688198
2012/3/13,0.018667306,0.671887327,0.510757095
2012/3/14,0.000279577,0.670357062,0.500175265
2012/3/15,0.005130319,0.66167328,0.480282084
2012/3/16,-0.000363242,0.670113962,0.485520293
2012/3/19,0.007519298,0.679708199,0.48983403
2012/3/20,-0.001355553,0.668963286,0.484213147
2012/3/21,0.000380521,0.680169462,0.508756495
2012/3/22,-0.003909666,0.680485487,0.504530016
2012/3/23,0.001500512,0.65546163,0.468661757
2012/3/26,0.017656573,0.659212441,0.49190813
2012/3/27,-0.000711206,0.652048234,0.485088951
2012/3/28,-0.004944342,0.652032522,0.481226376
2012/3/29,-0.003096617,0.650029085,0.478371974
2012/3/30,-0.001225164,0.651792024,0.481298189
2012/4/2,0.009057791,0.649329677,0.481594164
2012/4/3,-0.001966866,0.650234919,0.477836319
2012/4/4,-0.01471476,0.654742116,0.491404606
2012/4/5,0.004036703,0.652660685,0.488450247
2012/4/9,-0.010908166,0.647985974,0.476002118
2012/4/10,-0.018502424,0.623332506,0.467450304
2012/4/11,0.008402627,0.627500037,0.473111823
2012/4/12,0.012875651,0.627306531,0.470547036
2012/4/13,-0.014577768,0.632108381,0.470241165
2012/4/16,-0.007643715,0.631247468,0.474576287
2012/4/17,0.01804659,0.623664798,0.476891435
2012/4/18,-0.003743664,0.623415912,0.475188758
2012/4/19,-0.007911934,0.614590881,0.475980551
2012/4/20,-0.002366841,0.605085885,0.469460335
2012/4/23,-0.010048821,0.608352557,0.489423851
2012/4/24,-0.002983794,0.607690091,0.483111086
2012/4/25,0.022710837,0.607649956,0.482267998
2012/4/26,0.006901071,0.605097856,0.461797713
2012/4/27,0.006075371,0.601334705,0.463918348
2012/4/30,-0.007469506,0.601894426,0.460881071
2012/5/1,0.001338407,0.606118699,0.450547309
2012/5/2,0.003080053,0.609894762,0.456331647
2012/5/3,-0.011686235,0.605598015,0.456216276
2012/5/4,-0.022727643,0.623225708,0.514972246
2012/5/7,0.000480208,0.634632107,0.51912241
2012/5/8,-0.003892262,0.639180962,0.519503208
2012/5/9,-0.003931323,0.637158965,0.517362404
2012/5/10,-0.000364668,0.636156518,0.519478719
2012/5/11,6.14E-05,0.631119642,0.516596987
2012/5/14,-0.010705331,0.635878858,0.498605275
2012/5/15,-0.003043302,0.627755583,0.517281985
2012/5/16,-0.006837989,0.600432841,0.497487267
2012/5/17,-0.021221916,0.602226144,0.499738599
2012/5/18,-0.012481208,0.590216039,0.490116274
2012/5/21,0.024323986,0.587655067,0.508801288
2012/5/22,-0.002859511,0.589659654,0.508496913
2012/5/23,0.003881043,0.584226753,0.504014704
2012/5/24,-0.00377538,0.584786599,0.504197549
2012/5/25,-0.000651763,0.582494748,0.489586292
2012/5/29,0.011722963,0.599873071,0.499484316
2012/5/30,-0.011782876,0.604242178,0.50053477
2012/5/31,-0.003537702,0.577696222,0.433401485
2012/6/1,-0.028652212,0.580799053,0.470490963
2012/6/4,0.004550175,0.572159337,0.464146066
2012/6/5,0.006536537,0.55472588,0.482274637
2012/6/6,0.023693804,0.554289187,0.458496946
2012/6/7,-0.004827574,0.560267214,0.461844428
2012/6/8,0.009631954,0.577066701,0.478965491
2012/6/11,-0.017180631,0.560912948,0.454625685
2012/6/12,0.011796061,0.56158412,0.469194136
2012/6/13,-0.008640599,0.567847113,0.475174852
2012/6/14,0.006267107,0.563977058,0.481360593
2012/6/15,0.012776201,0.570652803,0.454941352
2012/6/18,0.00781193,0.546567064,0.442484882
2012/6/19,0.011821414,0.549344846,0.461571286
2012/6/20,0.000235486,0.5647117,0.441237956
2012/6/21,-0.024652602,0.546463919,0.439802
2012/6/22,0.01159013,0.553770054,0.513108222
2012/6/25,-0.019642497,0.631053096,0.477268002
2012/6/26,0.006291517,0.619185652,0.482924057
2012/6/27,0.00742143,0.610417041,0.457460153
2012/6/28,-0.009023942,0.608432784,0.460001261
2012/6/29,0.029584458,0.572938431,0.478040449
2012/7/2,0.005497544,0.535520529,0.480627851
2012/7/3,0.008384966,0.543155965,0.536509497
2012/7/5,1.34E-05,0.544139318,0.508946721
2012/7/6,-0.013119433,0.538461407,0.529264357
2012/7/9,-0.001894669,0.508007066,0.527296967
2012/7/10,-0.010092474,0.504052501,0.512754165
2012/7/11,-0.004956567,0.499741826,0.510519551
2012/7/12,-0.007573674,0.516388186,0.50575942
2012/7/13,0.014643548,0.506178509,0.487345914
2012/7/16,-0.003972162,0.506642646,0.503322235
2012/7/17,0.004511819,0.524085901,0.545965889
2012/7/18,0.011126717,0.527963204,0.52287242
2012/7/19,0.007886983,0.536885318,0.553132438
2012/7/20,-0.013783488,0.528453755,0.546430301
2012/7/23,-0.012088636,0.521258716,0.543138252
2012/7/24,-0.009441871,0.52604841,0.564304728
2012/7/25,-0.003060925,0.528762218,0.56258745
2012/7/26,0.01357483,0.515029088,0.56586229
2012/7/27,0.022163352,0.535162239,0.582973561
2012/7/30,-0.004149784,0.531502719,0.584512161
2012/7/31,-0.002147703,0.529266057,0.569303816
2012/8/1,-0.006590771,0.543002336,0.544108057
2012/8/2,-0.003581491,0.551079139,0.558263711
2012/8/3,0.019780592,0.520285672,0.52948637
2012/8/6,0.007388655,0.531309148,0.551643372
2012/8/7,0.008641743,0.542636824,0.523385714
2012/8/8,-0.001529755,0.551453211,0.550577048
2012/8/9,0.002451124,0.555338252,0.505188443
2012/8/10,0.00073516,0.575463899,0.522657907
2012/8/13,0.000549361,0.62391063,0.569330896
2012/8/14,-0.001834589,0.649399958,0.621459883
2012/8/15,0.004613172,0.683910032,0.694443003
2012/8/16,0.010326154,0.629380804,0.647546949
2012/8/17,0.004626184,0.637216756,0.647767306
2012/8/20,-0.000123521,0.659120156,0.681699789
2012/8/21,-0.002913665,0.666923098,0.669463881
2012/8/22,0.002087632,0.653317758,0.641224565
2012/8/23,-0.006616564,0.646285055,0.630357707
2012/8/24,0.005353432,0.645515644,0.644372332
2012/8/27,0.001106955,0.641751788,0.638227343
2012/8/28,0.001284484,0.716775716,0.69116441
2012/8/29,0.001315292,0.714686364,0.693408213
2012/8/30,-0.010597336,0.71035515,0.703538568
2012/8/31,0.005968293,0.729023609,0.679778693
2012/9/4,0.00263757,0.701690963,0.717611649
2012/9/5,-0.001884665,0.693933698,0.707871422
2012/9/6,0.021447766,0.703054687,0.724923588
2012/9/7,0.000194508,0.728131205,0.724031102
2012/9/10,-0.010383976,0.780514074,0.772596569
2012/9/11,0.00016429,0.784560177,0.768474497
2012/9/12,0.003145284,0.789922162,0.802655529
2012/9/13,0.013243917,0.765793056,0.772221551
2012/9/14,0.008871028,0.746720826,0.756933417
2012/9/17,-0.001659694,0.724371646,0.726666221
2012/9/18,-0.000273737,0.713904045,0.704164412
2012/9/19,0.001515623,0.724917912,0.708850393
2012/9/20,-0.002094808,0.711578402,0.682575982
2012/9/21,0.001258669,0.656040916,0.64633512
2012/9/24,-0.006049786,0.673691804,0.691239608
2012/9/25,-0.01371366,0.676554215,0.672860856
2012/9/26,-0.007737387,0.646591037,0.58794345
2012/9/27,0.013771625,0.72843092,0.727625953
2012/9/28,-0.006515473,0.707868437,0.693292185
2012/10/1,-0.000866807,0.716948958,0.687151815
2012/10/2,0.002088692,0.712552846,0.697769471
2012/10/3,0.004856714,0.662956405,0.530396852
2012/10/4,0.004528473,0.661030483,0.52289633
2012/10/5,-0.004222322,0.669024973,0.611014962
2012/10/8,-0.00763062,0.698033398,0.631040848
2012/10/9,-0.015323973,0.675540073,0.636558697
2012/10/10,-0.004329068,0.680729198,0.614270559
2012/10/11,-0.000776898,0.68928951,0.623109482
2012/10/12,-0.001739553,0.683981284,0.610085862
2012/10/15,0.006571421,0.685918852,0.580810616
2012/10/16,0.011999463,0.684384764,0.584837655
2012/10/17,0.000950802,0.68872618,0.585955618
2012/10/18,-0.010118283,0.694599818,0.585795806
2012/10/19,-0.022128109,0.720771175,0.662675908
2012/10/22,0.003765832,0.720231021,0.680307633
2012/10/23,-0.00882248,0.734578389,0.702884666
2012/10/24,-0.002933614,0.748808154,0.664928569
2012/10/25,0.001481278,0.757948876,0.674752819
2012/10/26,0.000612648,0.716251464,0.616331928
2012/10/31,-0.003594195,0.700032124,0.602960327
2012/11/1,0.014283361,0.667973513,0.560354126
2012/11/2,-0.012638888,0.682680313,0.566245629
2012/11/5,0.005861139,0.734107856,0.59589761
2012/11/6,0.00408212,0.756599576,0.597737051
2012/11/7,-0.025093682,0.712814414,0.570202414
2012/11/8,-0.014301951,0.794872305,0.649484277
2012/11/9,0.003203202,0.795155372,0.636722223
2012/11/12,-0.000213457,0.766009624,0.625839223
2012/11/13,-0.007035104,0.725756402,0.597143934
2012/11/14,-0.012941008,0.731708187,0.606075963
2012/11/15,-0.003473063,0.756451898,0.631384155
2012/11/16,0.005690631,0.72084455,0.638988697
2012/11/19,0.021820182,0.681600197,0.610588682
2012/11/20,0.000209164,0.687080364,0.610191784
2012/11/21,0.003378272,0.71660151,0.652977316
2012/11/23,0.013676529,0.718143812,0.63940104
2012/11/26,0.003341395,0.65359785,0.584200855
2012/11/27,-0.003024611,0.701332812,0.653865873
2012/11/28,0.00805096,0.670179874,0.607289764
2012/11/29,0.006745742,0.693753414,0.660436377
2012/11/30,-0.00059446,0.759297518,0.745152852
2012/12/3,-0.002674457,0.697954573,0.664096307
2012/12/4,-0.001837007,0.799804627,0.723597758
2012/12/5,-0.007701378,0.781112665,0.782972275
2012/12/6,0.005222242,0.784457321,0.784510111
2012/12/7,-0.003763844,0.764552492,0.752141412
2012/12/10,0.002990782,0.764372185,0.753581655
2012/12/11,0.011761983,0.773204719,0.751591386
2012/12/12,-0.002813072,0.753063583,0.736495921
2012/12/13,-0.007209524,0.764836078,0.765815107
2012/12/14,-0.006985871,0.768158291,0.767422745
2012/12/17,0.01312973,0.78356703,0.793732453
2012/12/18,0.01448634,0.740618317,0.717004328
2012/12/19,-0.003335036,0.750075262,0.755358784
2012/12/20,0.001978753,0.763176754,0.762257442
2012/12/21,-0.009678239,0.834566568,0.867283567
2012/12/24,-0.002787719,0.761793889,0.801000324
2012/12/26,-0.007476596,0.777246611,0.842238653
2012/12/27,-0.00142234,0.694608369,0.7282341
2012/12/28,-0.008610565,0.694873328,0.703151898
