,Unnamed: 0,Date,Open,High,Low,Close,QPLp1,QPLp2,QPLp3,QPLp4,QPLp5,QPLp6,QPLp7,QPLp8,QPLp9,QPLp10,QPLp11,QPLp12,QPLp13,QPLp14,QPLp15,QPLp16,QPLp17,QPLp18,QPLp19,QPLp20,QPLp21,QPLn1,QPLn2,QPLn3,QPLn4,QPLn5,QPLn6,QPLn7,QPLn8,QPLn9,QPLn10,QPLn11,QPLn12,QPLn13,QPLn14,QPLn15,QPLn16,QPLn17,QPLn18,QPLn19,QPLn20,QPLn21,Hurst
255,255,2011/1/6,23861.22,23861.22,23698.38,23786.3,23918.43820655357,24052.94596661364,24220.047025192034,24407.680131294965,24611.90944776548,24830.291377213707,25061.128610201264,25303.15960031017,25555.402545778103,25817.06736526881,26087.50185350601,26366.156703065142,26652.56169599427,26946.30888114992,27247.04031764519,27554.43891345851,27868.22142717161,28188.133021315152,28513.94295394226,28845.44112168533,29182.435250852577,23804.13867208093,23671.022280542653,23507.70910131566,23326.994488033404,23133.427379812347,22929.96933619913,22718.762141328305,22501.451553165745,22279.35243314964,22053.54356608086,21824.926859061503,21594.26670714623,21362.217500240185,21129.343629200728,20896.1345251023,20663.016281210017,20430.360845822557,20198.493438989597,19967.69863810372,19738.22544389416,19510.29155018055,0.5913269741155969
256,256,2011/1/7,23744.03,23880.77,23654.04,23686.63,23800.96718984001,23934.814339738423,24101.094712155136,24287.80629271561,24491.03257440428,24708.341961111106,24938.045479421296,25178.887778770437,25429.89187933524,25690.27158011885,25959.377879031428,26236.664166470942,26521.66253387458,26813.967033675985,27113.221482949197,27419.11034701185,27731.351775533924,28049.69218263348,28373.901959610343,28703.772034981022,29039.111079370672,23687.22901654022,23554.76640171262,23392.255305173498,23212.42823852677,23019.81179960981,22817.353002813445,22607.18311329276,22390.93980617563,22169.93148519975,21945.23163691257,21717.73773886507,21488.210431926,21257.300892084644,21025.57073829632,20793.506997884637,20561.53367143587,20330.020880492957,20099.29224784701,19869.630953241027,19641.28477448287,19414.47033622897,0.6095552620694007
257,257,2011/1/10,23715.47,23783.83,23481.8,23527.26,23772.33870415574,23906.024858865003,24072.105224482693,24258.592223001244,24461.574058292023,24678.622059038487,24908.0492833715,25148.60189069829,25399.30407633492,25659.37058494961,25928.153195090872,26205.105954634357,26489.76151783108,26781.714425400063,27080.60892284238,27386.12985500984,27697.99571059005,28015.95320872147,28339.773016883843,28669.246315070843,29004.182004044083,23658.73733839155,23526.434053394627,23364.118429861443,23184.507664365927,22992.12291002381,22789.907636472504,22579.99054532028,22364.00734185241,22143.26485602108,21918.835283153323,21691.6150212884,21462.36379637442,21231.73200114752,21000.280579031623,20768.495971539924,20536.801669258643,20305.56734853789,20075.11624290604,19845.731191489354,19617.659674061448,19391.11805471641,0.6125076426624871
258,258,2011/1/11,23606.76,23855.83,23512.22,23760.34,23663.36802212714,23796.44136916789,23961.76043439616,24147.39258999534,24349.44397122746,24565.49703962972,24793.872586152534,25033.32251771779,25282.87550265966,25541.749885200043,25809.300415287715,26084.9836434034,26368.334366077244,26658.9489826243,26956.473369298543,27260.5938156002,27571.03010064438,27887.530104590696,28209.8655461626,28537.828562569564,28871.228930558307,23550.287396810945,23418.590580507745,23257.01900005844,23078.23155732722,22886.72868079079,22685.44034743455,22476.485501052477,22261.492348975076,22041.76173074049,21818.360926809903,21592.18222619877,21363.981872326363,21134.407276575545,20904.016811046145,20673.29468743861,20442.66245508894,20212.488095777582,19983.09336135377,19754.75979442968,19527.73374034952,19302.23057141002,0.608676134567603
259,259,2011/1/12,23857.17,24168.36,23857.17,24125.61,23914.378494823133,24048.86342468306,24215.936120952767,24403.537379812355,24607.732032140317,24826.076895302147,25056.874947946297,25298.864857778928,25551.06498968037,25812.685396416025,26083.073983409395,26361.681536470664,26648.037917458685,26941.735244472133,27242.41563737794,27549.76205797503,27863.49131292012,28183.3486079978,28509.103240425367,28840.545142496376,29177.48207315395,23800.098360578755,23667.00456308159,23503.719103240943,23323.03516291605,23129.50090912525,22926.07739874532,22714.906052382623,22497.632348666128,22275.570925860648,22049.80038566332,21821.222482094217,21590.60148046612,21358.591659613598,21125.757314599112,20892.587793425264,20659.509117035723,20426.893170597832,20195.0651189612,19964.309491216663,19734.875245830197,19506.98003967194,0.6087130990932428
260,260,2011/1/13,24347.34,24378.81,24208.45,24238.98,24405.72390196101,24542.971962488544,24713.47733847385,24904.933057399543,25113.32309806281,25336.154080138836,25571.69411523374,25818.65595568943,26076.037797687004,26343.0334637166,26618.97746125056,26903.309291930844,27195.54915814653,27495.280797644744,27802.138977278424,28115.80014497184,28435.97528888433,28762.40437979229,29094.851974887977,29433.1036904087,29776.96333550812,24289.09576527533,24153.2674193502,23986.62709244652,23802.230815451818,23604.72020213553,23397.11714732166,23181.60706929689,22959.86925473444,22733.245352489168,22502.83612523514,22269.56185445264,22034.20250806831,21797.4258077457,21559.80764256748,21321.8474146923,21083.979898100595,20846.58461872148,20609.99342224953,20374.496683717272,20140.34847669741,19907.770930043516,0.6089414166117039
261,261,2011/1/14,24273.62,24347.26,24187.9,24283.23,24331.82712448747,24468.659619001548,24638.6487309384,24829.52475140014,25037.28381907836,25259.44010322029,25494.26695932369,25740.48103731833,25997.083566693167,26263.270810919814,26538.379292479614,26821.85021011734,27113.205218975407,27412.02931717901,27717.958377450886,28030.6698273812,28349.87553021268,28675.316244050216,29006.75723897068,29343.98478033241,29686.80327132477,24215.55211985796,24080.13504126888,23913.999275639628,23730.161322204705,23533.248740641116,23326.274275940206,23111.41672927828,22890.350302706865,22664.41258277447,22434.700999215114,22202.13304703835,21967.48633254791,21731.42655564888,21494.52786172037,21257.288140808127,21020.14085046385,20783.464367470533,20547.58953274504,20312.805842108963,20079.366599839323,19847.49326221767,0.6072351971504188
262,262,2011/1/17,24364.07,24364.07,24098.03,24156.97,24422.494019800568,24559.836388784493,24730.45892561531,24922.0462011783,25130.579434707,25353.56353257843,25589.265416351143,25836.39695384934,26093.95565287592,26361.134781965244,26637.268391303973,26921.795597393942,27214.23627293672,27514.173869649512,27821.242903419425,28135.11959984557,28455.51474849605,28782.16814147113,29114.8441741812,29453.328315552168,29797.424239927368,24305.785743406537,24169.86406456589,24003.10923264157,23818.58624982545,23620.939919319488,23413.194212408634,23197.53604906508,22975.64586986495,22748.86624556197,22518.298695206857,22284.86413264093,22049.343061737003,21812.403662976027,21574.62222115636,21336.498481595205,21098.46751702304,20860.909114155933,20624.155346712498,20388.49678925318,20154.187689934475,19921.450330243275,0.6058951250273168
263,263,2011/1/18,24149.44,24382.01,24104.34,24153.98,24207.34934604656,24343.481827164665,24512.60130169595,24702.50083063229,24909.19703578633,25130.216803522188,25363.84232257775,25608.796808298757,25864.086599726063,26128.912072120245,26402.613142208666,26684.6338674749,26974.498350198013,27271.79371158713,27576.157687182527,27887.2693548038,28204.842051755742,28528.617862383773,28858.36325760591,29193.86559621312,29534.930282037098,24091.669185946823,23956.944879709758,23791.659038375925,23608.76157082888,23412.856362882343,23206.94074680091,22993.18237735872,22773.24689165445,22548.46503335543,22319.928617918773,22088.55044659469,21855.104147576083,21620.252015152637,21384.565257466515,21148.539217436763,20912.605135114816,20677.1394515679,20442.47131518308,20208.88874076713,19976.643736732454,19745.956626425308,0.6095080301179411
264,264,2011/1/19,24321.25,24434.4,24243.88,24419.62,24379.571339233327,24516.672328175257,24686.99499486832,24878.245554638765,25086.412289751574,25309.004491725856,25544.29212801598,25790.989330346216,26048.095368405546,26314.80492856375,26590.4532314183,26874.480379227178,27166.40708851855,27465.817543095764,27772.346901186447,28085.671957425177,28405.504009669145,28731.58330733555,29063.67465991128,29401.563913361897,29745.055087074263,24263.068178339097,24127.385382668952,23960.92362336769,23776.724940806984,23579.425974919177,23372.045382341435,23156.766239520904,22935.26603364926,22708.884975904028,22478.72264940955,22245.69834949552,22010.591208294474,21774.068231956146,21536.70469245488,21298.999456802478,21061.386833086453,20824.245940545443,20587.908269276493,20352.663883153506,20118.766583490316,19886.438261112748,0.6091135515944737
